ID,CuratorialText,persona1_adapted,word_count_original,word_count_adapted,error
CT0013,"While Shaw has previously shown the first chapter of Paradise Lost, this exhibition marks the first time all four chapters will be displayed, showcasing the fullest extent yet of this epic masterpiece. “This painting was made not only to document a life,” Shaw shared, “but to offer something to those who come after, to offer a space of reflection for emotional recognition and perhaps for quiet rebellion against forgetfulness. I do hope that this work invites the viewer to slow down and to look carefully and to feel without haste.”
","Shaw has shown the first chapter of *Paradise Lost* before. But this is the first time all four chapters are on display. It shows the full scope of this epic work.

“This painting was made not just to record a life,” Shaw said. “It was made to give something to future generations. It offers a space for reflection, for emotional recognition, and maybe for quiet rebellion against being forgotten. I hope this work asks viewers to slow down, look closely, and feel without rushing.”",90,84,
CT0014,"Exquisitely crafted and shrouded in mystery, Saint-Porchaire ceramics are among the rarest treasures of the French Renaissance.",Saint-Porchaire ceramics are beautifully made and full of mystery. They are some of the rarest treasures from the French Renaissance.,17,20,
CT0015,"Only around 70 examples are known to exist worldwide, and each one dazzles and intrigues with its refined and delicate modeling and astonishingly intricate decoration. Created between about 1520 and 1570 and closely associated with the royal courts of François I and Henri II, these extraordinary works bear the emblems of power, prestige, and desire—including the interlaced cipher of Henri II and his famed mistress, Diane de Poitiers.","Only about 70 of these objects are known to exist in the world. Each one amazes viewers with its fine, delicate shape and incredibly detailed decoration. Artists made them between about 1520 and 1570. They are closely linked to the royal courts of King François I and King Henri II of France. These special works show symbols of power, status, and desire. One example is the linked initials of Henri II and his famous mistress, Diane de Poitiers.",68,78,
CT0016,"Saint-Porchaire ceramics embody the sophistication and inventive spirit of Renaissance court culture. Fashioned from lead-glazed earthenware, their sculptural forms echo precious metalwork, while their ornamental patterns draw inspiration from textiles, bookbinding, and other luxury arts. Together, they express a unique and daring artistry, playful elegance, and refined taste at the height of French royal patronage.","Saint-Porchaire ceramics show the elegance and creative energy of Renaissance court life. They were made from lead-glazed earthenware, a type of pottery coated with a shiny finish. Their sculpted shapes look like fancy metalwork. Their decorative patterns come from fabrics, book covers, and other luxury items. Together, these pieces display a bold and original style, a playful grace, and a refined sense of beauty during the peak of French royal support for the arts.",55,74,
CT0017,"Beginning in March, the Art Institute will present an exceptional group of Saint-Porchaire ceramics from a private collection—most on public view for the first time since the late 1800s—in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown alongside other notable examples of French Renaissance ceramics drawn from the Art Institute’s collection, including several recent acquisitions.","Starting in March, the Art Institute will show a special group of Saint-Porchaire ceramics from a private collection. Most of these pieces have not been seen by the public since the late 1800s. They will be on display in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown next to other important examples of French Renaissance ceramics from the Art Institute’s own collection, including several pieces the museum recently acquired.",65,79,
CT0018,"Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects, while its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.","This exhibition is in the small James W. and Marilynn Alsdorf Gallery. It invites you to look closely at these beautiful, jewel-like objects. The gallery is part of the larger Deering Family Galleries. This setting shows how ceramics connected with metalwork, textiles, and other decorative arts. All of these crafts thrived during the Renaissance.",51,54,
CT0019,"Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints, perhaps the most demanding of all print techniques.",Japanese artist Hamanishi Katsunori (born 1949) has had a long and respected career. He focuses on making mezzotint prints. Mezzotint is a printmaking technique that is very difficult to master.,26,30,
CT0020,"Mezzotints are known for their dark and atmospheric appearance. This is because the starting point for any mezzotint is the creation of a roughened surface, which produces a solid black background when printed. To draw the image that emerges from this dark background, the artist uses a series of burnishers and scrapers; the deepest gouges print as white areas on the finished print.","Mezzotints are known for their dark, moody look. That’s because the artist starts by making the surface rough. When printed, this rough surface creates a solid black background. To make the image appear from the darkness, the artist uses tools called burnishers and scrapers. The deepest scratches show up as white areas in the final print.",63,56,
CT0021,"This presentation includes earlier, smaller-format works done without color, as well as more recent larger work that boast many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 Viva Chicago series, which focuses on the city’s beloved public monuments like the Picasso and Miró sculptures. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”","This exhibit shows two types of art. First, there are smaller, earlier works made without color. Second, there are larger, newer works that use many colors.

One of the early black-and-white prints is from Hamanishi’s 1997 *Viva Chicago* series. It focuses on the city’s famous public monuments, like the Picasso and Miró sculptures.

The artist remembered: “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”",83,90,
CT0022,"The exhibition also celebrates several important gifts to the museum. Hamanishi’s 2022 Four Seasons series—shown here for the first time—is a recent gift from the artist. Each work in the series is reminiscent of the panels of a folding screen and features seasonal floral imagery. Many works in the show come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection, which gave the Art Institute the largest collection of Hamanishi’s prints in the world.",This exhibition also celebrates important gifts to the museum. Hamanishi’s *Four Seasons* series from 2022 is shown here for the first time. The artist recently gave these works to the museum. Each piece in the series looks like the panels of a folding screen. They show flowers and plants from each season. Many works in the show come from a 2013 gift. The Ninion and Sheldon Landy Collection gave the Art Institute the largest collection of Hamanishi’s prints in the world.,79,81,
CT0023,"“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has engaged in wide-ranging formal and thematic experimentation across various media, yet his drawings represent a distinct, interconnected body of work. Dunham’s mature artistic career began in 1970s New York amid a scene dominated by Minimalist aesthetics. Using simple elements such as line, shape, and color, he made a tremendous impact with work that nevertheless signaled a return to subject matter. In the intervening decades, Dunham has continued to produce drawings that test, and ultimately collapse, the porous boundaries between abstraction and figuration: bodies shapeshift into buildings, trees pose like models, the cellular resembles the cosmic, and internal organs or private parts are made very public.
","“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham  

For over fifty years, Dunham has tried many different styles and subjects. He has worked with many types of art materials. Still, his drawings form a special and connected group of works.  

Dunham’s serious art career began in New York City in the 1970s. At that time, a style called Minimalism was very popular. Minimalist art used simple shapes and colors. Dunham used simple elements like lines, shapes, and colors too. But his work also brought back clear subjects and stories. This made a big impact.  

Over the years, Dunham has kept making drawings that mix two styles: abstract art (which does not show real objects) and figurative art (which shows real things like people or places). In his drawings, these styles blend together. Bodies change into buildings. Trees stand like models. Tiny cells look like huge galaxies. Private body parts become very public.",130,161,
CT0024,"Working in series, Dunham methodically tests out every possible outcome of a drawing’s composition or content. This approach seems to spontaneously yield new imagery and ideas that link one body of work to the next. His influences are likewise wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science as well as science fiction and comic books—all of which inform his explorations of the tension between male and female, nature and culture, self and other.","Dunham works in series. He carefully tries out every possible version of a drawing's layout or subject. This method seems to naturally create new images and ideas. These ideas connect one group of his work to the next. His influences come from many places. They include art history, philosophy, psychology, and evolutionary science. He also draws from science fiction and comic books. All of these sources shape his work. He explores the tension between male and female, nature and culture, and self and other.",72,84,
CT0025,"Dunham foregrounds the development of his work by precisely dating each drawing. This practice is evidenced in the thousands of drawings he has organized into an archive, from which this show is derived. Developed in conversation with the artist, this comprehensive survey is the first museum presentation focused exclusively on Dunham’s drawings. Encompassing a 50-year period and featuring many drawings making their public debut, it celebrates the medium central to Dunham’s expansive practice.","Dunham shows how his work has grown over time by giving each drawing an exact date. He has done this with thousands of drawings, which he keeps in an organized collection. This exhibition comes from that collection. The artist helped plan this show. It is the first museum exhibit to focus only on Dunham’s drawings. The drawings span 50 years, and many are on public display for the first time. This exhibit celebrates drawing, which is the main part of Dunham’s wide-ranging art.",73,83,
CT0026,"In fall of 2024, the Art Institute unveiled a newly imagined and installed gallery for the arts of Korea—our first space fully dedicated to this cultural region.","In fall 2024, the Art Institute opened a new gallery for Korean art. It is our first space fully focused on this culture.",27,23,
CT0027,"The new installation presents a wider range of objects than previous displays—extending from ceramics to textiles and painting and spanning 2,000 years from the Three Kingdoms period (about 57 BCE–676 CE) until today. Intentionally located between the Chinese and Japanese art galleries, the thoughtful display offers insight into how these artworks both reflect the religious and material culture of Korea and how they relate to the arts of Korea’s influential neighbors, China and Japan.","This new exhibit shows a wider variety of Korean art than before. It includes ceramics, textiles, and paintings. The artworks span 2,000 years, from the Three Kingdoms period (about 57 BCE–676 CE) to today. The gallery sits between the Chinese and Japanese art rooms on purpose. This thoughtful layout helps visitors see how Korean art reflects the country’s religious and material culture. It also shows how these artworks connect to the art of Korea’s powerful neighbors, China and Japan.",74,79,
CT0028,"Six themes introduce Korea’s long and rich history as well as its religious, political, and material cultures. The first section introduces objects that were made to help understand and spread the teachings of the Buddha. The centerpiece, an 18th-century Buddha statue, is on view for the first time since its acquisition after extensive conservation treatment. A section devoted to celadon and tea culture provides a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392), and objects grouped around the idea of symbolism illustrate how beautiful embellishments represent desired outcomes, such as a blissful marriage, career advancement, and long life.","Six themes explore Korea’s long and rich history, including its religion, politics, and daily life. The first section shows objects made to help people understand and share the teachings of the Buddha. The main piece is an 18th-century Buddha statue. It is on display for the first time since the museum got it, after careful cleaning and repair. Another section focuses on celadon pottery and tea culture. It gives a look into tea ceremonies during the Goryeo dynasty (918–1392). Other objects are grouped by their symbols. These beautiful decorations stand for things people hoped for, like a happy marriage, success at work, and a long life.",102,106,
CT0029,"The remaining three sections focus on how material culture responded to a major ideological, political, and cultural shift during the Joseon dynasty (1392–1897) as evidenced in the creation of the earthy grey stoneware known as buncheong, elegant white porcelain, and scholars’ objects. The new installation also includes select contemporary works that meaningfully engage with traditional forms and materials.","The last three sections show how everyday objects changed during the Joseon dynasty (1392–1897). This was a time of big shifts in ideas, politics, and culture. We can see these changes in three types of objects: a rough gray stoneware called *buncheong*, smooth white porcelain, and items used by scholars. The new display also includes a few modern artworks. These pieces connect with traditional shapes and materials in a thoughtful way.",58,71,
CT0030,The transformed space explores aspects of life and the afterlife in the Nile Valley with the first new installation of works from the museum’s historic collection of ancient Egyptian art in a quarter-century. Striking artifacts—displayed along one wall of the gallery in a series of innovative cases that promote viewing from multiple vantage points—provide insight into the beliefs and practices of this illustrious North African culture.,"This gallery has been redesigned for the first time in 25 years. It explores life and the afterlife in the Nile Valley. The space features works from the museum’s historic collection of ancient Egyptian art.

Striking objects line one wall in new display cases. These cases let you view the artifacts from many different angles. The objects offer a look into the beliefs and daily practices of this famous North African culture.",66,72,
CT0031,"Recurring themes throughout this fresh presentation of the collection consider the impact of Egypt’s natural environment, including the Nile River, on its visual culture; reveal the processes of ancient Egyptian artists; and explore the centrality of gods and goddesses to life (and death) along the Nile. Arresting sculptures, such as the statue of Shebenhor, reveal how ancient Egyptians chose to present themselves so that they would be remembered for eternity, while funerary works—such as a gilded funerary mask—unveil practices for preparing for and protecting oneself in the afterlife.","This fresh look at the collection explores several big ideas. It shows how Egypt’s natural environment, especially the Nile River, shaped its art. It also reveals how ancient Egyptian artists worked. And it explains why gods and goddesses were central to life—and death—along the Nile.

Some artworks, like the statue of Shebenhor, show how Egyptians wanted to be remembered forever. Other objects, such as a gilded (gold-covered) funerary mask, reveal how people prepared for and protected themselves in the afterlife.",88,80,
CT0032,"For the first time in over 30 years, the Art Institute of Chicago unveils an elegant and thought-provoking new display of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has experienced continuous change. Over time, many  transformations of the city’s streets and neighborhoods have become invisible, preserved only in collective memory and archival photographs. Architectural fragments provide another avenue to understanding our urban past, including historical building practices and technologies, our dynamic communities, and evolving ways of life.","For the first time in over 30 years, the Art Institute of Chicago is showing a new display. It features elegant and thought-provoking pieces of buildings from Chicago and nearby areas. Since the 1800s, Chicago’s cityscape has kept changing. Over time, many changes to streets and neighborhoods have become invisible. They survive only in people’s memories and old photos. These building fragments offer another way to learn about our city’s past. They show us historical building methods and tools, our lively communities, and how ways of life have evolved.",85,89,
CT0033,"In this new installation, sculptural elements from building facades and interiors are displayed in groups that allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. These range from celebrated buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan to important local histories related to the South Side neighborhood of Bronzeville, labor, and preservation.
","In this new exhibit, parts of building fronts and insides are grouped together. These groups help visitors learn about important buildings and moments in Chicago. Some are famous buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan. Others tell key local stories about the South Side neighborhood of Bronzeville, labor, and saving old buildings.",61,56,
CT0034,"Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.","This installation features favorite works from the museum's permanent collection. It also includes important new pieces, like a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey. The design was created by the Chicago-based firm Norman Kelley. It offers exciting ways to explore the museum's large collection of architectural fragments. These fragments are a key part of our shared material history.",57,69,
CT0035,"In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used, and continue to use, centuries-old embellishment techniques to transmit cultural expressions of identity, status, and long-held belief systems. Cultural groups throughout the region wear layers of dress and adornment to protect their bodies physically and spiritually. Garments and household items are ornamented with valuable materials that function as wearable wealth, including symbolic motifs and designs constructed with coins, thread, beads, amulets, ornaments, and jewelry.","In the textiles of Southwest Asia and North Africa, embroidery is more than just decoration. In this region, called SWANA, artists have used old techniques for hundreds of years—and still use them today—to share cultural ideas about identity, status, and long-held beliefs. Many cultural groups in the area wear layers of clothing and accessories to protect their bodies, both physically and spiritually. Garments and household items are decorated with valuable materials that act like wearable wealth. These include symbolic patterns and designs made with coins, thread, beads, amulets, ornaments, and jewelry.",88,91,
CT0036,The vast area that spans from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is connected by millennia-old trade networks. The works presented reveal pathways of deep cultural exchange shaped by diverse landscapes—from mountains and deserts to seas—along with the movement of nomadic peoples and the spread and interweaving of multiple religious traditions and urban fashions.,"A huge region stretches from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east. For thousands of years, trade routes have connected these lands. The artworks on display show how cultures shared ideas and styles. These exchanges were shaped by different landscapes—like mountains, deserts, and seas. They were also shaped by the travels of nomadic groups, the spread of many religions, and the changing fashions of city life.",61,72,
CT0037,"Embroidered Traditions from Morocco to Afghanistan is the first exhibition at the Art Institute of Chicago devoted exclusively to the artistic and cultural traditions of SWANA and spectacularly showcases the region’s distinctive beauty and iconic visual expressions. Drawn primarily from the Art Institute’s rich collection of textiles, jewelry, and adornment, this display presents over 70 works from the 18th through 20th century—most of which have never been exhibited publicly—including four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.","**Embroidered Traditions from Morocco to Afghanistan** is the first exhibition at the Art Institute of Chicago to focus entirely on the art and culture of the SWANA region. SWANA stands for Southwest Asia and North Africa. The show highlights the area’s unique beauty and famous visual styles.

Most of the artworks come from the museum’s own collection of textiles, jewelry, and adornment (items people wear to decorate themselves). The exhibition includes over 70 works from the 1700s to the 1900s. Many of these pieces have never been shown to the public before. Four rare face veils are on loan from a private collector in Riyadh, Saudi Arabia.",84,107,
CT0038,"Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.","Other highlights include decorated clothing from Syria, Yemen, Niger, and Egypt. There are also silver and coral ""treasure necklaces"" from Morocco's Anti-Atlas Mountains. The Art Institute’s collection of Ottoman Turkish textiles includes richly embroidered linen panels. A wedding blanket, embroidered by the Marsh Arab (Ahwari) people of Iraq, is also on display.",51,52,
CT0039,"Barbara Hammer’s experimental film Sanctus depicts human bodies at risk. It features archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982) of people making simple gestures and engaging in everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and spliced the images together in a visceral montage set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects and by speeding up, looping, and reversing the movements. In presenting images captured by medical technology that uses large amounts of radiation, Hammer underscored her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm. ","Barbara Hammer’s experimental film *Sanctus* shows human bodies in danger. The film uses old X-ray footage taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982). In the X-rays, people do simple, everyday things: putting on lipstick, drinking, shaking hands, and shaving. Hammer re-filmed the original footage and cut the images together in a powerful sequence set to sad music by Neil B. Rolnick. She changed the X-rays even more by adding flashes of light, hand-painted colors, and other visual effects. She also sped up, looped, and reversed the movements. By using images from medical technology that gives off large amounts of radiation, Hammer made a point: “Science advances through the death of animal, including human, subjects in experiments.” She wanted to show that imaging and even medical treatment can cause harm.",128,132,
CT0040,"Sanctus emerged from Hammer’s initial engagement with medical themes, an interest incited in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video with an unflinching focus on queer communities and on her encounters within the American medical system.","Sanctus came from Hammer's first work with medical topics. Her interest in these topics was sparked in the early 1980s by the AIDS crisis. Over her 50-year career, Hammer used photography, 16mm film, and video. She focused directly on queer communities and her own experiences with the American medical system.",51,50,
CT0041,"Step back in time and immerse yourself in the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor present nearly 700 objects from the museum’s rich holdings of art from 1200 to 1600: monumental altarpieces, exquisite jewelry, and the beloved arms and armor collection.","Step back in time and explore the spiritual, home, and knightly worlds of the Middle Ages and Renaissance. The Deering Family Galleries show nearly 700 objects from the museum’s collection of art from 1200 to 1600. You will see large altarpieces (paintings made for church altars), fine jewelry, and the popular arms and armor collection.",58,55,
CT0042,"The sumptuous display begins with a large room featuring architectural sculpture, treasury objects, and early painting that convey the austere sanctity of earlier medieval art. The centerpiece of the gallery is the meticulously conserved Ayala Altarpiece, commissioned in 1396 by the chancellor of Castile for his family’s funerary chapel in northern Spain. Spanning nearly 24 feet across and eight feet high, the painted wood altarpiece has undergone extensive treatment over the last three years and makes its restored debut in brilliant form. Two linked vaulted galleries showcase altarpieces and altarpiece fragments from Italy, Spain, and northern Europe, including the Art Institute favorite Saint George and the Dragon by Bernat Martorell. Each is displayed to suggest its original religious space, highlighting the church as a center of public life.","The exhibition starts with a large room filled with stone carvings, treasure objects, and early paintings. These works show the serious and holy feeling of medieval art. The main piece is the Ayala Altarpiece, which was carefully restored. It was made in 1396 for a Spanish nobleman’s family chapel. The altarpiece is made of painted wood and measures almost 24 feet wide and eight feet tall. It took three years to restore, and now it is on display for the first time looking bright and fresh. Two connected rooms show altarpieces and parts of altarpieces from Italy, Spain, and northern Europe. One famous piece is *Saint George and the Dragon* by Bernat Martorell. Each work is set up to look like it did in its original church. This shows how the church was a center of daily life.",128,138,
