ID,CuratorialText,persona2_adapted,word_count_original,word_count_adapted,error
CT0016,"Saint-Porchaire ceramics embody the sophistication and inventive spirit of Renaissance court culture. Fashioned from lead-glazed earthenware, their sculptural forms echo precious metalwork, while their ornamental patterns draw inspiration from textiles, bookbinding, and other luxury arts. Together, they express a unique and daring artistry, playful elegance, and refined taste at the height of French royal patronage.","Saint-Porchaire ceramics capture the refinement and creative energy of Renaissance court life. Made from lead-glazed earthenware—a type of pottery coated with a shiny, glass-like finish—these pieces take on sculptural shapes that recall the look of fine metalwork. Their decorative patterns borrow from textiles, bookbinding, and other luxury crafts of the time. Together, these elements reveal a bold and original artistic vision, a sense of playful elegance, and the sophisticated tastes that flourished under French royal support at its peak.",55,79,
CT0017,"Beginning in March, the Art Institute will present an exceptional group of Saint-Porchaire ceramics from a private collection—most on public view for the first time since the late 1800s—in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown alongside other notable examples of French Renaissance ceramics drawn from the Art Institute’s collection, including several recent acquisitions.","Beginning in March, the Art Institute will display an extraordinary set of Saint-Porchaire ceramics—a type of fine French pottery from the 1500s—on loan from a private collection. Most of these pieces have not been shown to the public since the late 1800s. They will be exhibited in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor, alongside other important examples of French Renaissance ceramics from the museum’s own collection, including several items recently acquired.",65,77,
CT0018,"Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects, while its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.","Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused exhibition invites you to get up close with these remarkable, jewel-like objects. Its location within the larger Deering Family Galleries emphasizes the lively exchange between ceramics and the metalwork, textiles, and decorative arts that thrived during the Renaissance.",51,50,
CT0019,"Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints, perhaps the most demanding of all print techniques.","Over the course of his long and highly respected career, Japanese artist Hamanishi Katsunori (born 1949) has concentrated on creating prints using a method called mezzotint—a technique widely considered the most challenging of all printmaking processes.",26,36,
CT0020,"Mezzotints are known for their dark and atmospheric appearance. This is because the starting point for any mezzotint is the creation of a roughened surface, which produces a solid black background when printed. To draw the image that emerges from this dark background, the artist uses a series of burnishers and scrapers; the deepest gouges print as white areas on the finished print.","Mezzotints are known for their dark, moody look. This effect comes from the way they are made: the artist first roughens the entire surface of the printing plate, so that when ink is applied and the plate is pressed onto paper, it prints as a solid black background. To create the image that emerges from this darkness, the artist uses tools called burnishers and scrapers—essentially, smoothing and scraping instruments. The deeper the marks they make, the whiter those areas appear in the final print.",63,84,
CT0021,"This presentation includes earlier, smaller-format works done without color, as well as more recent larger work that boast many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 Viva Chicago series, which focuses on the city’s beloved public monuments like the Picasso and Miró sculptures. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”","This presentation includes earlier, smaller works created without color, alongside more recent, larger pieces that feature a wide range of colors. Among the earlier black-and-white prints is Hamanishi’s 1997 *Viva Chicago* series, which focuses on the city’s beloved public monuments, such as the sculptures by Picasso and Miró. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”",83,86,
CT0022,"The exhibition also celebrates several important gifts to the museum. Hamanishi’s 2022 Four Seasons series—shown here for the first time—is a recent gift from the artist. Each work in the series is reminiscent of the panels of a folding screen and features seasonal floral imagery. Many works in the show come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection, which gave the Art Institute the largest collection of Hamanishi’s prints in the world.","The exhibition also highlights several major donations to the museum. Hamanishi’s 2022 Four Seasons series—on display here for the first time—is a recent gift from the artist himself. Each piece in the series resembles the panels of a folding screen and depicts flowers associated with each season. Many of the works in the show come from a 2013 donation by the Ninion and Sheldon Landy Collection, which gave the Art Institute the world’s largest collection of Hamanishi’s prints.",79,78,
CT0023,"“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has engaged in wide-ranging formal and thematic experimentation across various media, yet his drawings represent a distinct, interconnected body of work. Dunham’s mature artistic career began in 1970s New York amid a scene dominated by Minimalist aesthetics. Using simple elements such as line, shape, and color, he made a tremendous impact with work that nevertheless signaled a return to subject matter. In the intervening decades, Dunham has continued to produce drawings that test, and ultimately collapse, the porous boundaries between abstraction and figuration: bodies shapeshift into buildings, trees pose like models, the cellular resembles the cosmic, and internal organs or private parts are made very public.
","“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has explored a wide range of styles and subjects, working in many different materials. Still, his drawings form a distinct and connected collection of works. Dunham’s mature career as an artist began in New York in the 1970s, at a time when the art world was heavily focused on Minimalism—a style that emphasizes simple, stripped-down forms and materials. Using basic elements like line, shape, and color, Dunham made a powerful impact with work that, at the same time, brought back a focus on recognizable subjects. In the decades since, he has continued to make drawings that blur—and ultimately break down—the line between abstract and realistic imagery: bodies transform into buildings, trees strike poses like models, tiny cell-like forms echo vast cosmic scenes, and private body parts become very public.",130,153,
CT0024,"Working in series, Dunham methodically tests out every possible outcome of a drawing’s composition or content. This approach seems to spontaneously yield new imagery and ideas that link one body of work to the next. His influences are likewise wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science as well as science fiction and comic books—all of which inform his explorations of the tension between male and female, nature and culture, self and other.","Working in a series, Dunham methodically explores every possible variation of a drawing's arrangement or subject matter. This process appears to naturally generate fresh images and ideas that connect one group of works to the next. His inspirations are similarly broad—ranging from art history, philosophy, psychoanalysis, and evolutionary science to science fiction and comic books—all of which shape his investigations into the conflict between male and female, nature and culture, self and other.",72,73,
CT0025,"Dunham foregrounds the development of his work by precisely dating each drawing. This practice is evidenced in the thousands of drawings he has organized into an archive, from which this show is derived. Developed in conversation with the artist, this comprehensive survey is the first museum presentation focused exclusively on Dunham’s drawings. Encompassing a 50-year period and featuring many drawings making their public debut, it celebrates the medium central to Dunham’s expansive practice.","Dunham highlights the evolution of his work by carefully dating each drawing. This approach is clear in the thousands of drawings he has arranged into a personal collection, which this exhibition draws from. Created in collaboration with the artist, this broad overview is the first museum show dedicated solely to Dunham’s drawings. Spanning 50 years and including many drawings shown publicly for the first time, it honors the artistic method at the heart of Dunham’s wide-ranging creative work.",73,78,
CT0026,"In fall of 2024, the Art Institute unveiled a newly imagined and installed gallery for the arts of Korea—our first space fully dedicated to this cultural region.","In fall of 2024, the Art Institute opened a newly designed and arranged gallery for Korean art—our first space entirely devoted to this cultural region.",27,25,
CT0027,"The new installation presents a wider range of objects than previous displays—extending from ceramics to textiles and painting and spanning 2,000 years from the Three Kingdoms period (about 57 BCE–676 CE) until today. Intentionally located between the Chinese and Japanese art galleries, the thoughtful display offers insight into how these artworks both reflect the religious and material culture of Korea and how they relate to the arts of Korea’s influential neighbors, China and Japan.","The new installation includes a wider variety of objects than previous displays—ranging from ceramics to textiles and painting, and covering 2,000 years from the Three Kingdoms period (roughly 57 BCE–676 CE) to the present day. Placed deliberately between the Chinese and Japanese art galleries, this carefully arranged exhibition shows how these artworks reflect Korea’s religious and material culture, as well as how they connect to the arts of Korea’s influential neighbors, China and Japan.",74,74,
CT0028,"Six themes introduce Korea’s long and rich history as well as its religious, political, and material cultures. The first section introduces objects that were made to help understand and spread the teachings of the Buddha. The centerpiece, an 18th-century Buddha statue, is on view for the first time since its acquisition after extensive conservation treatment. A section devoted to celadon and tea culture provides a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392), and objects grouped around the idea of symbolism illustrate how beautiful embellishments represent desired outcomes, such as a blissful marriage, career advancement, and long life.","Six themes guide visitors through Korea’s long and rich history, including its religious, political, and material cultures. The first section features objects created to help people understand and spread the teachings of the Buddha. The centerpiece is an 18th-century statue of the Buddha, on display for the first time since the museum acquired it and completed a careful restoration. Another section focuses on celadon—a type of pale green pottery—and the culture of tea, offering a window into the tea ceremonies practiced during the Goryeo dynasty (918–1392). Nearby, objects grouped around the idea of symbolism show how beautiful decorations were used to represent hopes and goals, such as a happy marriage, career success, and a long life.",102,116,
CT0029,"The remaining three sections focus on how material culture responded to a major ideological, political, and cultural shift during the Joseon dynasty (1392–1897) as evidenced in the creation of the earthy grey stoneware known as buncheong, elegant white porcelain, and scholars’ objects. The new installation also includes select contemporary works that meaningfully engage with traditional forms and materials.","The final three sections of the exhibition explore how everyday objects and art reflected a major change in ideas, government, and culture during the Joseon dynasty (1392–1897). This shift is shown through the creation of three types of items: a rough, grey stoneware called *buncheong*; refined white porcelain; and objects used by scholars. The new display also includes a few modern works that thoughtfully connect with these traditional shapes and materials.",58,71,
CT0030,The transformed space explores aspects of life and the afterlife in the Nile Valley with the first new installation of works from the museum’s historic collection of ancient Egyptian art in a quarter-century. Striking artifacts—displayed along one wall of the gallery in a series of innovative cases that promote viewing from multiple vantage points—provide insight into the beliefs and practices of this illustrious North African culture.,"This reimagined gallery space offers a fresh look at life and the afterlife in the Nile Valley, featuring the first major reinstallation of the museum’s historic ancient Egyptian art collection in twenty-five years. Along one wall, remarkable objects are displayed in innovative cases designed to be viewed from multiple angles. These artifacts reveal the beliefs and daily practices of this celebrated North African culture.",66,64,
CT0031,"Recurring themes throughout this fresh presentation of the collection consider the impact of Egypt’s natural environment, including the Nile River, on its visual culture; reveal the processes of ancient Egyptian artists; and explore the centrality of gods and goddesses to life (and death) along the Nile. Arresting sculptures, such as the statue of Shebenhor, reveal how ancient Egyptians chose to present themselves so that they would be remembered for eternity, while funerary works—such as a gilded funerary mask—unveil practices for preparing for and protecting oneself in the afterlife.","This fresh look at the collection returns again and again to a few key ideas: how Egypt’s natural surroundings—especially the Nile River—shaped its art; how ancient Egyptian artists went about their work; and how central gods and goddesses were to life and death along the Nile. Striking sculptures, like the statue of Shebenhor, show us how Egyptians chose to be portrayed so they would be remembered forever. Meanwhile, objects made for burial—such as a mask covered in gold leaf—reveal the rituals people used to prepare for and protect themselves in the afterlife.",88,92,
CT0032,"For the first time in over 30 years, the Art Institute of Chicago unveils an elegant and thought-provoking new display of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has experienced continuous change. Over time, many  transformations of the city’s streets and neighborhoods have become invisible, preserved only in collective memory and archival photographs. Architectural fragments provide another avenue to understanding our urban past, including historical building practices and technologies, our dynamic communities, and evolving ways of life.","For the first time in more than 30 years, the Art Institute of Chicago presents a refined and thought-provoking new exhibition featuring pieces of buildings from Chicago and its surrounding areas. Since the 1800s, Chicago’s cityscape has been constantly evolving. Over time, many changes to the city’s streets and neighborhoods have faded from view, surviving only in shared memory and old photographs. These architectural fragments offer another way to explore our urban history—revealing past construction methods and technologies, the stories of our changing communities, and how people’s daily lives have transformed over the years.",85,94,
CT0033,"In this new installation, sculptural elements from building facades and interiors are displayed in groups that allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. These range from celebrated buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan to important local histories related to the South Side neighborhood of Bronzeville, labor, and preservation.
","In this newly arranged exhibition, pieces taken from the outsides and insides of buildings are grouped together so visitors can explore some of Chicago’s most important structures and historical moments—both in architecture and in culture. The displays range from famous buildings designed by well-known architects like Frank Lloyd Wright and Louis Sullivan to significant local stories connected to the South Side neighborhood of Bronzeville, as well as themes of labor and historic preservation.",61,73,
CT0034,"Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.","Featuring beloved works from the museum's permanent collection alongside significant new additions—including a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this exhibition, designed by the Chicago-based firm Norman Kelley, creates lively opportunities to engage with the museum's extensive collection of architectural fragments. These pieces are an essential part of our shared physical history.",57,62,
CT0035,"In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used, and continue to use, centuries-old embellishment techniques to transmit cultural expressions of identity, status, and long-held belief systems. Cultural groups throughout the region wear layers of dress and adornment to protect their bodies physically and spiritually. Garments and household items are ornamented with valuable materials that function as wearable wealth, including symbolic motifs and designs constructed with coins, thread, beads, amulets, ornaments, and jewelry.","In the textiles of Southwest Asia and North Africa, embroidery is more than just surface decoration. In this region, often called SWANA, artists have used—and continue to use—traditional stitching methods that are hundreds of years old to express cultural ideas about identity, social standing, and long-held beliefs. Different cultural groups in the area wear multiple layers of clothing and accessories to protect themselves, both physically and spiritually. Garments and household items are decorated with valuable materials that act as a kind of portable wealth. These include symbolic patterns and designs made from coins, thread, beads, protective charms, ornaments, and jewelry.",88,100,
CT0036,The vast area that spans from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is connected by millennia-old trade networks. The works presented reveal pathways of deep cultural exchange shaped by diverse landscapes—from mountains and deserts to seas—along with the movement of nomadic peoples and the spread and interweaving of multiple religious traditions and urban fashions.,"The vast region stretching from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east has been linked for thousands of years by trade routes. The artworks on display here show how these connections led to deep cultural exchanges, influenced by a variety of landscapes—including mountains, deserts, and seas—as well as the migrations of nomadic groups, the spread and blending of different religious traditions, and the changing styles of city life.",61,74,
CT0037,"Embroidered Traditions from Morocco to Afghanistan is the first exhibition at the Art Institute of Chicago devoted exclusively to the artistic and cultural traditions of SWANA and spectacularly showcases the region’s distinctive beauty and iconic visual expressions. Drawn primarily from the Art Institute’s rich collection of textiles, jewelry, and adornment, this display presents over 70 works from the 18th through 20th century—most of which have never been exhibited publicly—including four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.","**Adapted Text:**

*Embroidered Traditions from Morocco to Afghanistan* is the first exhibition at the Art Institute of Chicago to focus entirely on the artistic and cultural traditions of the SWANA region—an acronym for Southwest Asia and North Africa. The show highlights the area’s distinctive beauty and iconic visual styles in a striking way. Drawing mainly from the museum’s own extensive collection of textiles, jewelry, and personal adornment, the exhibition features more than 70 works created between the 1700s and 1900s. Most of these pieces have never been shown to the public before. The display also includes four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.",84,111,
CT0038,"Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.","Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles (that is, textiles from the period of the Ottoman Empire, which ruled much of the Middle East and North Africa from the 1300s to the early 1900s); and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.",51,78,
CT0039,"Barbara Hammer’s experimental film Sanctus depicts human bodies at risk. It features archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982) of people making simple gestures and engaging in everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and spliced the images together in a visceral montage set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects and by speeding up, looping, and reversing the movements. In presenting images captured by medical technology that uses large amounts of radiation, Hammer underscored her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm. ","Barbara Hammer’s experimental film *Sanctus* shows human bodies in vulnerable situations. The film uses archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982), which capture people performing simple gestures and everyday actions: applying lipstick, drinking, shaking hands, and shaving. Hammer re-photographed the original footage and edited the images together in a powerful sequence set to overwhelming musical compositions (requiems) by Neil B. Rolnick. She further altered the X-rays with flashes of light, hand-painted colors, and other visual effects, as well as by speeding up, looping, and reversing the movements. By presenting images created through medical technology that relies on large amounts of radiation, Hammer emphasized her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging—and even medical treatment—can cause harm.",128,132,
CT0040,"Sanctus emerged from Hammer’s initial engagement with medical themes, an interest incited in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video with an unflinching focus on queer communities and on her encounters within the American medical system.","Sanctus grew out of Hammer’s early interest in medical subjects, sparked in the 1980s by the AIDS crisis. Throughout her 50-year career, Hammer worked in photography, 16mm film, and video, consistently focusing on queer communities and her own experiences with the American healthcare system.",51,44,
CT0041,"Step back in time and immerse yourself in the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor present nearly 700 objects from the museum’s rich holdings of art from 1200 to 1600: monumental altarpieces, exquisite jewelry, and the beloved arms and armor collection.","Step back in time and explore the spiritual, everyday, and knightly worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor display nearly 700 objects from the museum’s extensive collection of art created between 1200 and 1600: large-scale religious paintings made for church altars, finely crafted jewelry, and the popular collection of weapons and armor.",58,64,
