ID,CuratorialText,persona2_adapted,word_count_original,word_count_adapted,error
CT0011,"At the Art Institute, Shaw debuts his more-than 100-feet-wide, 21-panel Paradise Lost (2009–25), the artist’s most ambitious and personal project to date. This magnificent allegorical painting takes viewers on a spellbinding journey, from the nocturnal solitude of the artist’s childhood in Kashmir to the frenzied daylight of the art world and the West to finally a fragile, renewed dawn. Each panel is dense with symbolism: mythical beasts, anthropomorphic hybrids, collapsing kingdoms, and natural beauty in various states of transformation. Throughout, the work is dotted with images of the artist, sometimes as a humanoid creature with different animal heads, at another time as a monkey looking with awe at the gleaming edifices and the wealth of the West, and sometimes unambiguously in full human form seated on a bed of saffron under a blossoming cherry tree, lost deep in his thoughts","**Adapted Text:**

At the Art Institute, Shaw presents *Paradise Lost* (2009–25), his most ambitious and personal work to date. The painting is more than 100 feet wide and consists of 21 panels. It is a large allegorical work that takes viewers on a captivating journey: from the quiet, solitary nights of the artist’s childhood in Kashmir, to the intense, chaotic daylight of the art world and the West, and finally to a fragile, renewed dawn.

Each panel is rich with symbolism. You will find mythical beasts, hybrid creatures that combine human and animal features, collapsing kingdoms, and natural beauty in different stages of transformation. Throughout the work, the artist appears in various forms. Sometimes he is a humanoid creature with different animal heads. At other times, he is a monkey looking with wonder at the shining buildings and wealth of the West. In one clear image, he is shown in full human form, sitting on a bed of saffron under a blossoming cherry tree, lost in thought.",140,167,
CT0012,"The work is not a direct retelling of Milton’s 17th-century poem Paradise Lost, but rather a reflection on the many paradises lost across a lifetime: childhood innocence, creative freedom, mental tranquility, cultural belonging. “This is not just my story,” Shaw explained. “It is the story of each of us, and the story of our times.”","The work does not directly retell Milton’s 17th-century poem *Paradise Lost*. Instead, it reflects on the many forms of paradise we lose throughout life: childhood innocence, creative freedom, mental peace, and a sense of cultural belonging. As Shaw explains, “This is not just my story. It is the story of each of us, and the story of our times.”",55,59,
CT0013,"While Shaw has previously shown the first chapter of Paradise Lost, this exhibition marks the first time all four chapters will be displayed, showcasing the fullest extent yet of this epic masterpiece. “This painting was made not only to document a life,” Shaw shared, “but to offer something to those who come after, to offer a space of reflection for emotional recognition and perhaps for quiet rebellion against forgetfulness. I do hope that this work invites the viewer to slow down and to look carefully and to feel without haste.”
","While Shaw has previously exhibited the first chapter of *Paradise Lost*, this is the first time all four chapters are shown together. The exhibition presents the most complete version of this epic work to date. Shaw explained: “This painting was created not only to record a life, but also to offer something to future generations—a space for reflection, for emotional recognition, and perhaps for quiet resistance against being forgotten. I hope this work encourages viewers to slow down, to observe carefully, and to feel without rushing.”",90,86,
CT0014,"Exquisitely crafted and shrouded in mystery, Saint-Porchaire ceramics are among the rarest treasures of the French Renaissance.","**Adapted Text:**

Saint-Porchaire ceramics are exceptionally well-made and surrounded by mystery. They are among the rarest treasures of the French Renaissance.",17,21,
CT0015,"Only around 70 examples are known to exist worldwide, and each one dazzles and intrigues with its refined and delicate modeling and astonishingly intricate decoration. Created between about 1520 and 1570 and closely associated with the royal courts of François I and Henri II, these extraordinary works bear the emblems of power, prestige, and desire—including the interlaced cipher of Henri II and his famed mistress, Diane de Poitiers.","Only about 70 examples of these works are known to exist worldwide. Each piece impresses and fascinates with its refined, delicate modeling and remarkably intricate decoration. They were created between roughly 1520 and 1570, and are closely linked to the royal courts of François I and Henri II. These extraordinary objects display symbols of power, prestige, and desire—including the intertwined monogram of Henri II and his famous mistress, Diane de Poitiers.",68,71,
CT0016,"Saint-Porchaire ceramics embody the sophistication and inventive spirit of Renaissance court culture. Fashioned from lead-glazed earthenware, their sculptural forms echo precious metalwork, while their ornamental patterns draw inspiration from textiles, bookbinding, and other luxury arts. Together, they express a unique and daring artistry, playful elegance, and refined taste at the height of French royal patronage.","Saint-Porchaire ceramics represent the refinement and creative energy of Renaissance court culture. Made from lead-glazed earthenware, their sculptural shapes recall precious metalwork, and their decorative patterns are inspired by textiles, bookbinding, and other luxury crafts. Together, these works show a distinctive and bold artistry, a playful elegance, and sophisticated taste during the peak of French royal patronage.",55,57,
CT0017,"Beginning in March, the Art Institute will present an exceptional group of Saint-Porchaire ceramics from a private collection—most on public view for the first time since the late 1800s—in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown alongside other notable examples of French Renaissance ceramics drawn from the Art Institute’s collection, including several recent acquisitions.","**Adapted Text:**

Starting in March, the Art Institute will display a remarkable collection of Saint-Porchaire ceramics from a private collection. Most of these pieces have not been shown to the public since the late 1800s. They will be exhibited in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be presented together with other important examples of French Renaissance ceramics from the Art Institute’s own collection, including several pieces that were recently acquired.",65,80,
CT0018,"Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects, while its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.","Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused exhibition allows for close engagement with these exquisite, jewel-like objects. Its location within the larger Deering Family Galleries emphasizes the rich interplay between ceramics and the metalwork, textiles, and decorative arts that thrived during the Renaissance.",51,48,
CT0019,"Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints, perhaps the most demanding of all print techniques.","Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on creating mezzotint prints—arguably the most technically demanding of all printmaking methods.",26,26,
CT0020,"Mezzotints are known for their dark and atmospheric appearance. This is because the starting point for any mezzotint is the creation of a roughened surface, which produces a solid black background when printed. To draw the image that emerges from this dark background, the artist uses a series of burnishers and scrapers; the deepest gouges print as white areas on the finished print.","Mezzotints are characterized by their dark, moody quality. This effect comes from the fact that the process begins with a roughened surface, which, when printed, creates a solid black background. To bring out the image from this darkness, the artist works with burnishers and scrapers. The deepest scratches or cuts in the plate appear as white areas in the final print.",63,61,
CT0021,"This presentation includes earlier, smaller-format works done without color, as well as more recent larger work that boast many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 Viva Chicago series, which focuses on the city’s beloved public monuments like the Picasso and Miró sculptures. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”","This presentation includes earlier, smaller works created without color, alongside more recent, larger pieces that feature a wide range of colors. Among the earlier black-and-white prints is Hamanishi’s 1997 *Viva Chicago* series, which focuses on the city’s beloved public monuments, such as the sculptures by Picasso and Miró. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind—such a vivid impression, deeply engraved in my memory… This is my tribute to Chicago.”",83,84,
CT0022,"The exhibition also celebrates several important gifts to the museum. Hamanishi’s 2022 Four Seasons series—shown here for the first time—is a recent gift from the artist. Each work in the series is reminiscent of the panels of a folding screen and features seasonal floral imagery. Many works in the show come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection, which gave the Art Institute the largest collection of Hamanishi’s prints in the world.","The exhibition also highlights several significant donations to the museum. Hamanishi’s *Four Seasons* series from 2022—displayed here for the first time—was recently gifted by the artist. Each piece in the series resembles the panels of a folding screen and depicts flowers associated with each season. Many of the works on view come from a 2013 donation by the Ninion and Sheldon Landy Collection, which provided the Art Institute with the world’s largest collection of Hamanishi’s prints.",79,76,
CT0023,"“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has engaged in wide-ranging formal and thematic experimentation across various media, yet his drawings represent a distinct, interconnected body of work. Dunham’s mature artistic career began in 1970s New York amid a scene dominated by Minimalist aesthetics. Using simple elements such as line, shape, and color, he made a tremendous impact with work that nevertheless signaled a return to subject matter. In the intervening decades, Dunham has continued to produce drawings that test, and ultimately collapse, the porous boundaries between abstraction and figuration: bodies shapeshift into buildings, trees pose like models, the cellular resembles the cosmic, and internal organs or private parts are made very public.
","**Adapted Text:**

""Carroll Dunham once said: 'There is no work by Carroll Dunham that does not use drawing as a foundation.' Over the past fifty years, Dunham has explored a wide range of forms and themes across different media. However, his drawings form a distinct and connected body of work.

Dunham's mature career began in New York in the 1970s, at a time when Minimalist aesthetics dominated the art scene. Using simple elements like line, shape, and color, he made a strong impact—yet his work also signaled a return to subject matter. Over the following decades, Dunham continued to create drawings that test and eventually break down the unclear boundaries between abstraction and figuration. In his work, bodies change shape into buildings, trees stand like models, the cellular looks like the cosmic, and internal organs or private parts become very public.""",130,141,
CT0024,"Working in series, Dunham methodically tests out every possible outcome of a drawing’s composition or content. This approach seems to spontaneously yield new imagery and ideas that link one body of work to the next. His influences are likewise wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science as well as science fiction and comic books—all of which inform his explorations of the tension between male and female, nature and culture, self and other.","Dunham works in series, systematically exploring every possible variation in a drawing’s composition or content. This method appears to generate new images and ideas organically, connecting one body of work to the next. His influences are equally broad—art history, philosophy, psychoanalysis, evolutionary science, as well as science fiction and comic books. All of these inform his investigation of the tensions between male and female, nature and culture, and self and other.",72,71,
CT0025,"Dunham foregrounds the development of his work by precisely dating each drawing. This practice is evidenced in the thousands of drawings he has organized into an archive, from which this show is derived. Developed in conversation with the artist, this comprehensive survey is the first museum presentation focused exclusively on Dunham’s drawings. Encompassing a 50-year period and featuring many drawings making their public debut, it celebrates the medium central to Dunham’s expansive practice.","Dunham emphasizes the evolution of his work by carefully dating each drawing. This approach is visible in the thousands of drawings he has arranged into an archive, which serves as the basis for this exhibition. Created in collaboration with the artist, this extensive overview is the first museum show dedicated solely to Dunham’s drawings. Spanning 50 years and including many drawings shown publicly for the first time, it honors the medium that is fundamental to Dunham’s broad artistic practice.",73,79,
CT0026,"In fall of 2024, the Art Institute unveiled a newly imagined and installed gallery for the arts of Korea—our first space fully dedicated to this cultural region.","In fall 2024, the Art Institute opened a newly designed and installed gallery for Korean art. This is the first space in the museum fully dedicated to the arts of Korea.",27,31,
CT0027,"The new installation presents a wider range of objects than previous displays—extending from ceramics to textiles and painting and spanning 2,000 years from the Three Kingdoms period (about 57 BCE–676 CE) until today. Intentionally located between the Chinese and Japanese art galleries, the thoughtful display offers insight into how these artworks both reflect the religious and material culture of Korea and how they relate to the arts of Korea’s influential neighbors, China and Japan.","The new installation features a broader selection of objects than earlier exhibitions—ranging from ceramics to textiles and painting, and covering 2,000 years from the Three Kingdoms period (approximately 57 BCE–676 CE) to the present day. It is deliberately placed between the Chinese and Japanese art galleries. The carefully arranged display helps us understand how these artworks both express Korea’s religious and material culture and relate to the arts of its influential neighbors, China and Japan.",74,75,
CT0028,"Six themes introduce Korea’s long and rich history as well as its religious, political, and material cultures. The first section introduces objects that were made to help understand and spread the teachings of the Buddha. The centerpiece, an 18th-century Buddha statue, is on view for the first time since its acquisition after extensive conservation treatment. A section devoted to celadon and tea culture provides a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392), and objects grouped around the idea of symbolism illustrate how beautiful embellishments represent desired outcomes, such as a blissful marriage, career advancement, and long life.","Six themes explore Korea’s long and rich history, as well as its religious, political, and material cultures. The first section presents objects made to help understand and spread the teachings of the Buddha. The centerpiece—an 18th-century Buddha statue—is on display for the first time since its acquisition, following extensive conservation treatment. A section dedicated to celadon and tea culture offers a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392). Objects grouped around the concept of symbolism show how beautiful decorations represent desired outcomes, such as a happy marriage, career success, and a long life.",102,98,
CT0029,"The remaining three sections focus on how material culture responded to a major ideological, political, and cultural shift during the Joseon dynasty (1392–1897) as evidenced in the creation of the earthy grey stoneware known as buncheong, elegant white porcelain, and scholars’ objects. The new installation also includes select contemporary works that meaningfully engage with traditional forms and materials.","The final three sections examine how material culture adapted to a major transformation in ideology, politics, and culture during the Joseon dynasty (1392–1897). This shift is reflected in the production of three key types of objects: buncheong, a type of earthy grey stoneware; elegant white porcelain; and scholars’ items. The updated installation also includes a selection of contemporary works that thoughtfully interact with traditional forms and materials.",58,67,
CT0030,The transformed space explores aspects of life and the afterlife in the Nile Valley with the first new installation of works from the museum’s historic collection of ancient Egyptian art in a quarter-century. Striking artifacts—displayed along one wall of the gallery in a series of innovative cases that promote viewing from multiple vantage points—provide insight into the beliefs and practices of this illustrious North African culture.,"The redesigned gallery examines themes of life and the afterlife in the Nile Valley, featuring the first major reinstallation of works from the museum’s historic collection of ancient Egyptian art in 25 years. Along one wall, striking artifacts are displayed in innovative cases that allow viewing from multiple angles. These objects offer insight into the beliefs and practices of this renowned North African civilization.",66,64,
CT0031,"Recurring themes throughout this fresh presentation of the collection consider the impact of Egypt’s natural environment, including the Nile River, on its visual culture; reveal the processes of ancient Egyptian artists; and explore the centrality of gods and goddesses to life (and death) along the Nile. Arresting sculptures, such as the statue of Shebenhor, reveal how ancient Egyptians chose to present themselves so that they would be remembered for eternity, while funerary works—such as a gilded funerary mask—unveil practices for preparing for and protecting oneself in the afterlife.","**Adapted Text:**

This new display of the collection focuses on several key themes. It examines how Egypt’s natural environment—especially the Nile River—shaped its visual culture. It also reveals the working methods of ancient Egyptian artists, and explores the central role of gods and goddesses in life and death along the Nile.

Striking sculptures, such as the statue of Shebenhor, show how ancient Egyptians chose to represent themselves in order to be remembered forever. Funerary objects, like a gilded burial mask, reveal the practices used to prepare for and protect oneself in the afterlife.",88,93,
CT0032,"For the first time in over 30 years, the Art Institute of Chicago unveils an elegant and thought-provoking new display of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has experienced continuous change. Over time, many  transformations of the city’s streets and neighborhoods have become invisible, preserved only in collective memory and archival photographs. Architectural fragments provide another avenue to understanding our urban past, including historical building practices and technologies, our dynamic communities, and evolving ways of life.","For the first time in over 30 years, the Art Institute of Chicago presents a refined and intellectually engaging exhibition of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has undergone constant change. Over time, many transformations of the city’s streets and neighborhoods have become invisible, surviving only in collective memory and archival photographs. Architectural fragments offer another way to understand our urban past—including historical construction methods and technologies, our dynamic communities, and evolving ways of life.",85,84,
CT0033,"In this new installation, sculptural elements from building facades and interiors are displayed in groups that allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. These range from celebrated buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan to important local histories related to the South Side neighborhood of Bronzeville, labor, and preservation.
","In this new installation, sculptural elements taken from building facades and interiors are arranged in groups. This arrangement allows visitors to explore many architecturally and culturally important structures and key moments in Chicago’s history. The works range from famous buildings by renowned architects such as Frank Lloyd Wright and Louis Sullivan, to significant local histories connected to the Bronzeville neighborhood on the South Side, as well as themes of labor and preservation.",61,72,
CT0034,"Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.","Featuring celebrated works from the permanent collection alongside significant new additions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based firm Norman Kelley, creates dynamic interactions with the museum’s extensive collection of architectural fragments. These fragments are an essential part of our shared material history.",57,60,
CT0035,"In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used, and continue to use, centuries-old embellishment techniques to transmit cultural expressions of identity, status, and long-held belief systems. Cultural groups throughout the region wear layers of dress and adornment to protect their bodies physically and spiritually. Garments and household items are ornamented with valuable materials that function as wearable wealth, including symbolic motifs and designs constructed with coins, thread, beads, amulets, ornaments, and jewelry.","In the textiles of Southwest Asia and North Africa—a region often referred to as SWANA—embroidery is not merely surface decoration. Artists there have used, and continue to use, traditional embellishment methods that are centuries old to express cultural ideas about identity, social status, and long-standing belief systems.

Throughout this region, different cultural groups wear multiple layers of clothing and adornment to protect themselves, both physically and spiritually. Garments and household items are decorated with valuable materials that function as ""wearable wealth."" These include symbolic patterns and designs made with coins, thread, beads, amulets, ornaments, and jewelry.",88,96,
CT0036,The vast area that spans from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is connected by millennia-old trade networks. The works presented reveal pathways of deep cultural exchange shaped by diverse landscapes—from mountains and deserts to seas—along with the movement of nomadic peoples and the spread and interweaving of multiple religious traditions and urban fashions.,"The vast region stretching from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east has been connected for thousands of years by trade networks. The works on display reveal routes of deep cultural exchange, shaped by diverse landscapes—including mountains, deserts, and seas—as well as the movement of nomadic peoples, the spread and blending of multiple religious traditions, and the influence of urban styles.",61,67,
CT0037,"Embroidered Traditions from Morocco to Afghanistan is the first exhibition at the Art Institute of Chicago devoted exclusively to the artistic and cultural traditions of SWANA and spectacularly showcases the region’s distinctive beauty and iconic visual expressions. Drawn primarily from the Art Institute’s rich collection of textiles, jewelry, and adornment, this display presents over 70 works from the 18th through 20th century—most of which have never been exhibited publicly—including four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.","**Adapted Text:**

*Embroidered Traditions from Morocco to Afghanistan* is the first exhibition at the Art Institute of Chicago to focus entirely on the artistic and cultural heritage of the SWANA region. It presents the area’s distinctive beauty and iconic visual expressions in a remarkable way. The exhibition draws mainly from the museum’s own extensive collection of textiles, jewelry, and adornment. It includes more than 70 works dating from the 18th to the 20th century—most of which have never been shown to the public. Among these are four rare face veils, on loan from a private collector based in Riyadh, Saudi Arabia.",84,101,
CT0038,"Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.","Among the many other highlights are intricately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral ""treasure necklaces"" from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s outstanding collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.",51,51,
CT0039,"Barbara Hammer’s experimental film Sanctus depicts human bodies at risk. It features archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982) of people making simple gestures and engaging in everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and spliced the images together in a visceral montage set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects and by speeding up, looping, and reversing the movements. In presenting images captured by medical technology that uses large amounts of radiation, Hammer underscored her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm. ","Barbara Hammer’s experimental film *Sanctus* shows human bodies in a state of vulnerability. The film uses archival moving X-rays made by doctor and filmmaker James Sibley Watson Jr. (1894–1982). These X-rays show people performing simple gestures and everyday activities: applying lipstick, drinking, shaking hands, and shaving. Hammer rephotographed the original film and edited the images together in a powerful montage, set to intense requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects, as well as by speeding up, looping, and reversing the movements. By presenting images created with medical technology that uses high levels of radiation, Hammer emphasized her idea that “science advances through the death of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm.",128,133,
CT0040,"Sanctus emerged from Hammer’s initial engagement with medical themes, an interest incited in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video with an unflinching focus on queer communities and on her encounters within the American medical system.","Sanctus originated from Hammer’s early exploration of medical subjects, a focus sparked in the early 1980s by the AIDS crisis. Throughout her 50-year career, Hammer worked in photography, 16mm film, and video, consistently directing her attention to queer communities and her personal experiences within the U.S. healthcare system.",51,48,
CT0041,"Step back in time and immerse yourself in the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor present nearly 700 objects from the museum’s rich holdings of art from 1200 to 1600: monumental altarpieces, exquisite jewelry, and the beloved arms and armor collection.","**Adapted Text:**

Travel back in time and explore the spiritual, domestic, and knightly worlds of the Middle Ages and the Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor display nearly 700 objects from the museum’s extensive collection of art created between 1200 and 1600. These include large altarpieces, fine jewelry, and the popular arms and armor collection.",58,62,
