ID,CuratorialText,persona2_adapted,word_count_original,word_count_adapted,error
CT0011,"At the Art Institute, Shaw debuts his more-than 100-feet-wide, 21-panel Paradise Lost (2009–25), the artist’s most ambitious and personal project to date. This magnificent allegorical painting takes viewers on a spellbinding journey, from the nocturnal solitude of the artist’s childhood in Kashmir to the frenzied daylight of the art world and the West to finally a fragile, renewed dawn. Each panel is dense with symbolism: mythical beasts, anthropomorphic hybrids, collapsing kingdoms, and natural beauty in various states of transformation. Throughout, the work is dotted with images of the artist, sometimes as a humanoid creature with different animal heads, at another time as a monkey looking with awe at the gleaming edifices and the wealth of the West, and sometimes unambiguously in full human form seated on a bed of saffron under a blossoming cherry tree, lost deep in his thoughts","At the Art Institute, Shaw presents *Paradise Lost* (2009–25), his most ambitious and personal project to date. The work is over 100 feet wide and consists of 21 panels. This magnificent allegorical painting takes viewers on a captivating journey. It moves from the quiet, nocturnal solitude of the artist’s childhood in Kashmir, to the chaotic daylight of the art world and the West, and finally to a fragile, renewed dawn.

Each panel is dense with symbolism: mythical beasts, anthropomorphic hybrids, collapsing kingdoms, and natural beauty in various states of transformation. Throughout the work, images of the artist appear repeatedly. Sometimes he is a humanoid creature with different animal heads. At other times, he is a monkey looking with awe at the gleaming buildings and the wealth of the West. And sometimes, he is clearly in full human form, seated on a bed of saffron under a blossoming cherry tree, lost deep in his thoughts.",140,154,
CT0012,"The work is not a direct retelling of Milton’s 17th-century poem Paradise Lost, but rather a reflection on the many paradises lost across a lifetime: childhood innocence, creative freedom, mental tranquility, cultural belonging. “This is not just my story,” Shaw explained. “It is the story of each of us, and the story of our times.”","The work does not directly retell Milton’s 17th-century poem *Paradise Lost*. Instead, it reflects on the many paradises lost over a lifetime: childhood innocence, creative freedom, mental tranquility, and cultural belonging. “This is not just my story,” Shaw explained. “It is the story of each of us, and the story of our times.”",55,53,
CT0013,"While Shaw has previously shown the first chapter of Paradise Lost, this exhibition marks the first time all four chapters will be displayed, showcasing the fullest extent yet of this epic masterpiece. “This painting was made not only to document a life,” Shaw shared, “but to offer something to those who come after, to offer a space of reflection for emotional recognition and perhaps for quiet rebellion against forgetfulness. I do hope that this work invites the viewer to slow down and to look carefully and to feel without haste.”
","While Shaw has previously exhibited the first chapter of *Paradise Lost*, this is the first time all four chapters are shown together. The display presents the most complete version of this epic masterpiece to date. Shaw stated: “This painting was created not only to record a life, but also to offer something to future generations—a space for reflection, for emotional recognition, and perhaps for quiet resistance against being forgotten. I hope the work encourages viewers to slow down, to look closely, and to feel without hurry.”",90,86,
CT0014,"Exquisitely crafted and shrouded in mystery, Saint-Porchaire ceramics are among the rarest treasures of the French Renaissance.","Exquisitely crafted and surrounded by mystery, Saint-Porchaire ceramics are among the rarest treasures of the French Renaissance.",17,17,
CT0015,"Only around 70 examples are known to exist worldwide, and each one dazzles and intrigues with its refined and delicate modeling and astonishingly intricate decoration. Created between about 1520 and 1570 and closely associated with the royal courts of François I and Henri II, these extraordinary works bear the emblems of power, prestige, and desire—including the interlaced cipher of Henri II and his famed mistress, Diane de Poitiers.","Only about 70 examples are known to exist worldwide. Each one impresses and fascinates with its refined, delicate modeling and remarkably intricate decoration. These extraordinary works were created between about 1520 and 1570. They are closely associated with the royal courts of François I and Henri II. They carry symbols of power, prestige, and desire—including the interlaced monogram of Henri II and his famous mistress, Diane de Poitiers.",68,68,
CT0016,"Saint-Porchaire ceramics embody the sophistication and inventive spirit of Renaissance court culture. Fashioned from lead-glazed earthenware, their sculptural forms echo precious metalwork, while their ornamental patterns draw inspiration from textiles, bookbinding, and other luxury arts. Together, they express a unique and daring artistry, playful elegance, and refined taste at the height of French royal patronage.","Saint-Porchaire ceramics represent the sophistication and inventive spirit of Renaissance court culture. They are made from lead-glazed earthenware. Their sculptural forms recall precious metalwork, and their decorative patterns are inspired by textiles, bookbinding, and other luxury arts. Together, these ceramics convey a unique and bold artistry, playful elegance, and refined taste during the peak of French royal patronage.",55,58,
CT0017,"Beginning in March, the Art Institute will present an exceptional group of Saint-Porchaire ceramics from a private collection—most on public view for the first time since the late 1800s—in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown alongside other notable examples of French Renaissance ceramics drawn from the Art Institute’s collection, including several recent acquisitions.","Beginning in March, the Art Institute will display an exceptional group of Saint-Porchaire ceramics from a private collection. Most of these works have not been shown to the public since the late 1800s. The exhibition will take place in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare pieces will be presented together with other important examples of French Renaissance ceramics from the Art Institute’s own collection. This group includes several recent acquisitions.",65,78,
CT0018,"Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects, while its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.","Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects. Its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.",51,50,
CT0019,"Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints, perhaps the most demanding of all print techniques.","Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints. This is perhaps the most demanding of all print techniques.",26,28,
CT0020,"Mezzotints are known for their dark and atmospheric appearance. This is because the starting point for any mezzotint is the creation of a roughened surface, which produces a solid black background when printed. To draw the image that emerges from this dark background, the artist uses a series of burnishers and scrapers; the deepest gouges print as white areas on the finished print.","Mezzotints are known for their dark and atmospheric appearance. This is because the process begins with creating a roughened surface, which prints as a solid black background. To create the image that emerges from this dark background, the artist uses burnishers and scrapers. The deepest gouges print as white areas in the final print.",63,54,
CT0021,"This presentation includes earlier, smaller-format works done without color, as well as more recent larger work that boast many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 Viva Chicago series, which focuses on the city’s beloved public monuments like the Picasso and Miró sculptures. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”","This presentation includes earlier, smaller-format works made without color, as well as more recent, larger works that contain many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 *Viva Chicago* series. This series focuses on the city’s beloved public monuments, such as the Picasso and Miró sculptures. As the artist recalled: “When I first came here, I was unprepared for the impact this city would leave on my mind. It was a vivid impression, etched deep in my memory… . This is my ode to Chicago.”",83,86,
CT0022,"The exhibition also celebrates several important gifts to the museum. Hamanishi’s 2022 Four Seasons series—shown here for the first time—is a recent gift from the artist. Each work in the series is reminiscent of the panels of a folding screen and features seasonal floral imagery. Many works in the show come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection, which gave the Art Institute the largest collection of Hamanishi’s prints in the world.",The exhibition also highlights several major gifts to the museum. Hamanishi’s 2022 *Four Seasons* series—displayed here for the first time—is a recent gift from the artist. Each work in the series recalls the panels of a folding screen and presents seasonal floral imagery. Many works in the exhibition come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection. This gift gave the Art Institute the largest collection of Hamanishi’s prints in the world.,79,78,
CT0023,"“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has engaged in wide-ranging formal and thematic experimentation across various media, yet his drawings represent a distinct, interconnected body of work. Dunham’s mature artistic career began in 1970s New York amid a scene dominated by Minimalist aesthetics. Using simple elements such as line, shape, and color, he made a tremendous impact with work that nevertheless signaled a return to subject matter. In the intervening decades, Dunham has continued to produce drawings that test, and ultimately collapse, the porous boundaries between abstraction and figuration: bodies shapeshift into buildings, trees pose like models, the cellular resembles the cosmic, and internal organs or private parts are made very public.
","“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham

Over five decades, Dunham has experimented widely with form and theme across different media. Still, his drawings form a distinct and connected body of work. His mature artistic career began in New York in the 1970s, at a time when Minimalist aesthetics dominated the art scene. Using simple elements like line, shape, and color, he made a strong impact. At the same time, his work signaled a return to subject matter. In the years since, Dunham has continued to make drawings that test—and eventually break down—the unclear boundaries between abstraction and figuration: bodies change shape into buildings, trees pose like models, the cellular looks like the cosmic, and internal organs or private parts become very public.",130,133,
CT0024,"Working in series, Dunham methodically tests out every possible outcome of a drawing’s composition or content. This approach seems to spontaneously yield new imagery and ideas that link one body of work to the next. His influences are likewise wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science as well as science fiction and comic books—all of which inform his explorations of the tension between male and female, nature and culture, self and other.","Working in series, Dunham methodically tests every possible outcome of a drawing’s composition or content. This approach seems to spontaneously generate new imagery and ideas. These link one body of work to the next. His influences are similarly wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science, as well as science fiction and comic books. All of these inform his explorations of the tension between male and female, nature and culture, self and other.",72,72,
CT0025,"Dunham foregrounds the development of his work by precisely dating each drawing. This practice is evidenced in the thousands of drawings he has organized into an archive, from which this show is derived. Developed in conversation with the artist, this comprehensive survey is the first museum presentation focused exclusively on Dunham’s drawings. Encompassing a 50-year period and featuring many drawings making their public debut, it celebrates the medium central to Dunham’s expansive practice.","Dunham emphasizes the development of his work by giving each drawing a precise date. This practice is visible in the thousands of drawings he has organized into an archive. This exhibition is based on that archive. It was developed in dialogue with the artist. This comprehensive survey is the first museum presentation focused only on Dunham’s drawings. It covers a 50-year period and includes many drawings shown publicly for the first time. The exhibition celebrates drawing, the medium that is central to Dunham’s wide-ranging practice.",73,85,
CT0026,"In fall of 2024, the Art Institute unveiled a newly imagined and installed gallery for the arts of Korea—our first space fully dedicated to this cultural region.","In fall 2024, the Art Institute opened a newly designed and installed gallery for Korean arts. This is our first space entirely dedicated to this cultural region.",27,27,
CT0027,"The new installation presents a wider range of objects than previous displays—extending from ceramics to textiles and painting and spanning 2,000 years from the Three Kingdoms period (about 57 BCE–676 CE) until today. Intentionally located between the Chinese and Japanese art galleries, the thoughtful display offers insight into how these artworks both reflect the religious and material culture of Korea and how they relate to the arts of Korea’s influential neighbors, China and Japan.","The new installation includes a wider range of objects than previous displays. It extends from ceramics to textiles and painting. It spans 2,000 years, from the Three Kingdoms period (about 57 BCE–676 CE) to the present day. The display is intentionally placed between the Chinese and Japanese art galleries. This thoughtful arrangement shows how these artworks reflect the religious and material culture of Korea. It also shows how they relate to the arts of Korea’s influential neighbors, China and Japan.",74,80,
CT0028,"Six themes introduce Korea’s long and rich history as well as its religious, political, and material cultures. The first section introduces objects that were made to help understand and spread the teachings of the Buddha. The centerpiece, an 18th-century Buddha statue, is on view for the first time since its acquisition after extensive conservation treatment. A section devoted to celadon and tea culture provides a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392), and objects grouped around the idea of symbolism illustrate how beautiful embellishments represent desired outcomes, such as a blissful marriage, career advancement, and long life.","Six themes introduce Korea’s long and rich history, as well as its religious, political, and material cultures. The first section presents objects made to help understand and spread the teachings of the Buddha. The centerpiece is an 18th-century Buddha statue. It is on view for the first time since its acquisition, after extensive conservation treatment. A section devoted to celadon and tea culture offers a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392). Objects grouped around the concept of symbolism illustrate how beautiful decorations represent desired outcomes, such as a blissful marriage, career advancement, and long life.",102,101,
CT0029,"The remaining three sections focus on how material culture responded to a major ideological, political, and cultural shift during the Joseon dynasty (1392–1897) as evidenced in the creation of the earthy grey stoneware known as buncheong, elegant white porcelain, and scholars’ objects. The new installation also includes select contemporary works that meaningfully engage with traditional forms and materials.","The remaining three sections examine how material culture reflected a major ideological, political, and cultural transformation during the Joseon dynasty (1392–1897). This shift is evident in the production of earthy grey stoneware called buncheong, refined white porcelain, and scholars’ objects. The new installation also includes selected contemporary works that engage meaningfully with traditional forms and materials.",58,56,
CT0030,The transformed space explores aspects of life and the afterlife in the Nile Valley with the first new installation of works from the museum’s historic collection of ancient Egyptian art in a quarter-century. Striking artifacts—displayed along one wall of the gallery in a series of innovative cases that promote viewing from multiple vantage points—provide insight into the beliefs and practices of this illustrious North African culture.,"The redesigned gallery examines themes of life and the afterlife in the Nile Valley. It presents the first new installation of works from the museum’s historic collection of ancient Egyptian art in 25 years. Along one wall, striking artifacts are displayed in a series of innovative cases. These cases allow viewing from multiple angles. They offer insight into the beliefs and practices of this renowned North African culture.",66,68,
CT0031,"Recurring themes throughout this fresh presentation of the collection consider the impact of Egypt’s natural environment, including the Nile River, on its visual culture; reveal the processes of ancient Egyptian artists; and explore the centrality of gods and goddesses to life (and death) along the Nile. Arresting sculptures, such as the statue of Shebenhor, reveal how ancient Egyptians chose to present themselves so that they would be remembered for eternity, while funerary works—such as a gilded funerary mask—unveil practices for preparing for and protecting oneself in the afterlife.","Recurring themes in this fresh presentation of the collection examine how Egypt’s natural environment—especially the Nile River—shaped its visual culture. The presentation also reveals the working methods of ancient Egyptian artists. It explores the central role of gods and goddesses in life (and death) along the Nile.

Striking sculptures, such as the statue of Shebenhor, show how ancient Egyptians chose to represent themselves in order to be remembered for eternity. Funerary objects—like a gilded funerary mask—reveal the practices used to prepare for and protect oneself in the afterlife.",88,88,
CT0032,"For the first time in over 30 years, the Art Institute of Chicago unveils an elegant and thought-provoking new display of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has experienced continuous change. Over time, many  transformations of the city’s streets and neighborhoods have become invisible, preserved only in collective memory and archival photographs. Architectural fragments provide another avenue to understanding our urban past, including historical building practices and technologies, our dynamic communities, and evolving ways of life.","For the first time in more than 30 years, the Art Institute of Chicago presents a new exhibition of architectural fragments from buildings in and around Chicago. The display is both elegant and thought-provoking. Since the 19th century, Chicago’s urban landscape has changed continuously. Over time, many transformations of the city’s streets and neighborhoods have become invisible. They survive only in collective memory and in archival photographs. Architectural fragments offer another way to understand our urban past. This includes historical building practices and technologies, our dynamic communities, and evolving ways of life.",85,92,
CT0033,"In this new installation, sculptural elements from building facades and interiors are displayed in groups that allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. These range from celebrated buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan to important local histories related to the South Side neighborhood of Bronzeville, labor, and preservation.
","In this new installation, sculptural elements from building facades and interiors are arranged in groups. These groupings allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. The works range from celebrated buildings by well-known architects such as Frank Lloyd Wright and Louis Sullivan to important local histories. These histories relate to the South Side neighborhood of Bronzeville, labor, and preservation.",61,66,
CT0034,"Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.","Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.",57,57,
CT0035,"In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used, and continue to use, centuries-old embellishment techniques to transmit cultural expressions of identity, status, and long-held belief systems. Cultural groups throughout the region wear layers of dress and adornment to protect their bodies physically and spiritually. Garments and household items are ornamented with valuable materials that function as wearable wealth, including symbolic motifs and designs constructed with coins, thread, beads, amulets, ornaments, and jewelry.","In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used—and continue to use—centuries-old embellishment techniques. Through these techniques, they transmit cultural expressions of identity, status, and long-held belief systems.

Cultural groups throughout the region wear layers of dress and adornment. These layers protect the body both physically and spiritually. Garments and household items are ornamented with valuable materials. These materials function as wearable wealth. They include symbolic motifs and designs made with coins, thread, beads, amulets, ornaments, and jewelry.",88,93,
CT0036,The vast area that spans from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is connected by millennia-old trade networks. The works presented reveal pathways of deep cultural exchange shaped by diverse landscapes—from mountains and deserts to seas—along with the movement of nomadic peoples and the spread and interweaving of multiple religious traditions and urban fashions.,"The vast region extending from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is linked by trade networks that have existed for thousands of years. The works on view reveal routes of deep cultural exchange, shaped by varied landscapes—including mountains, deserts, and seas—as well as the movement of nomadic peoples, and the spread and interweaving of multiple religious traditions and urban fashions.",61,67,
CT0037,"Embroidered Traditions from Morocco to Afghanistan is the first exhibition at the Art Institute of Chicago devoted exclusively to the artistic and cultural traditions of SWANA and spectacularly showcases the region’s distinctive beauty and iconic visual expressions. Drawn primarily from the Art Institute’s rich collection of textiles, jewelry, and adornment, this display presents over 70 works from the 18th through 20th century—most of which have never been exhibited publicly—including four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.","**Adapted Text:**

*Embroidered Traditions from Morocco to Afghanistan* is the first exhibition at the Art Institute of Chicago that focuses exclusively on the artistic and cultural traditions of the SWANA region. The exhibition spectacularly presents the region’s distinctive beauty and iconic visual expressions.

The works come mainly from the Art Institute’s own rich collection of textiles, jewelry, and adornment. The display includes more than 70 works from the 18th to the 20th century. Most of these works have never been shown to the public before. The exhibition also includes four rare face veils. These veils are on loan from a private collector who lives in Riyadh, Saudi Arabia.",84,108,
CT0038,"Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.","Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral ""treasure necklaces"" from Morocco's Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute's exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.",51,51,
CT0039,"Barbara Hammer’s experimental film Sanctus depicts human bodies at risk. It features archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982) of people making simple gestures and engaging in everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and spliced the images together in a visceral montage set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects and by speeding up, looping, and reversing the movements. In presenting images captured by medical technology that uses large amounts of radiation, Hammer underscored her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm. ","Barbara Hammer’s experimental film *Sanctus* shows human bodies in a state of risk. The film uses archival moving X-rays made by doctor and filmmaker James Sibley Watson Jr. (1894–1982). In these X-rays, people perform simple gestures and everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and combined the images into a visceral montage. This montage is set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects. She also sped up, looped, and reversed the movements. By presenting images captured with medical technology that uses large amounts of radiation, Hammer emphasized her idea: “science advances through the demise of animal, including human, subjects in experiments.” She also suggested that imaging—and even treatment—can cause harm.",128,133,
CT0040,"Sanctus emerged from Hammer’s initial engagement with medical themes, an interest incited in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video with an unflinching focus on queer communities and on her encounters within the American medical system.","Sanctus emerged from Hammer’s initial engagement with medical themes. This interest was sparked in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video. She maintained an unflinching focus on queer communities and on her encounters within the American medical system.",51,53,
CT0041,"Step back in time and immerse yourself in the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor present nearly 700 objects from the museum’s rich holdings of art from 1200 to 1600: monumental altarpieces, exquisite jewelry, and the beloved arms and armor collection.","Travel back in time and enter the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor display nearly 700 objects from the museum’s extensive collection of art from 1200 to 1600: large altarpieces, fine jewelry, and the well-known arms and armor collection.",58,56,
