file,text_id,strategy,error,parse_success,voice_total,accuracy_total,accessibility_score,overall_summary,raw_output
Results/Voice_Metrics/dataset_with_voice_metrics.csv,6,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,6,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,6,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,7,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,7,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,7,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,7,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,8,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,8,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,8,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,8,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,9,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,9,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,9,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,9,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,10,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,10,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,10,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,10,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,11,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,11,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,11,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,11,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,12,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,12,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,12,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,12,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,13,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,13,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,13,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,13,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,14,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,14,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,14,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,14,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,15,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,15,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,15,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,15,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,16,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,16,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,16,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,16,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,17,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,17,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,17,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,17,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,18,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,18,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,18,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,18,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,19,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,19,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,19,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,19,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,20,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,20,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,20,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,20,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,21,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,21,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,21,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,21,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,22,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,22,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,22,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,22,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,23,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,23,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,23,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,23,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,24,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,24,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,24,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,24,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,25,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,25,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,25,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,25,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,26,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,26,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,26,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,26,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,27,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,27,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,27,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,27,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,28,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,28,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,28,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,28,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,29,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,29,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,29,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,29,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,30,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,30,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,30,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,30,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,31,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,31,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,31,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,31,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,32,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,32,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,32,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,32,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,33,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,33,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,33,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,33,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,34,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,34,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,34,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,34,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,35,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,35,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,35,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,35,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,36,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,36,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,36,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,36,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,37,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,37,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,37,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,37,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,38,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,38,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,38,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,38,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,39,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,39,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,39,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,39,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,40,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,40,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,40,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,40,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,41,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,41,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,41,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,41,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,42,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,42,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,42,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,42,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,43,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,43,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,43,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,43,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,44,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,44,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,44,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,44,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,45,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,45,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,45,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,45,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,46,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,46,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,46,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,46,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,47,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,47,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,47,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,47,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,48,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,48,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,48,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,48,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,49,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,49,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,49,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,49,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,50,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,50,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,50,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,50,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,51,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,51,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,51,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,51,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,52,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,52,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,52,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,52,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,53,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,53,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,53,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,53,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,54,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,54,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,54,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,54,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,55,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,55,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,55,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,55,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,56,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,56,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,56,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,56,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,57,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,57,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,57,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,57,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,58,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,58,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,58,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,58,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,59,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,59,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,59,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,59,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,60,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,60,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,60,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,60,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,61,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,61,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,61,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,61,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,62,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,62,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,62,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,62,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,63,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,63,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,63,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,63,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,64,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,64,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,64,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,64,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,65,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,65,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,65,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,65,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,66,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,66,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,66,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,66,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,67,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,67,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,67,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,67,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,68,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,68,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,68,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,68,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,69,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,69,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,69,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,69,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,70,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,70,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,70,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,70,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,71,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,71,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,71,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,71,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,72,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,72,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,72,persona2,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,72,persona3,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,73,lexical,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,73,persona1,Connection error.,False,,,,,
Results/Voice_Metrics/dataset_with_voice_metrics.csv,73,persona2,Connection error.,False,,,,,
