ID,ReferenceNumber,Museum,NameOfTheObject,PlaceOfOriginationMuseum,PlaceOfOrigination,Medium,Dimension,MuseumObjectType,TextType,CuratorialText,WordCountCuratorialText,URL,YearOfTheArtwork,NameCurator,NameOfTheArtist,Language,lexical_adapted,persona1_adapted,persona2_adapted,persona3_adapted,CuratorialText_hedging,CuratorialText_attribution,CuratorialText_art_terms,lexical_adapted_hedging,lexical_adapted_attribution,lexical_adapted_art_terms,persona1_adapted_hedging,persona1_adapted_attribution,persona1_adapted_art_terms,persona2_adapted_hedging,persona2_adapted_attribution,persona2_adapted_art_terms,persona3_adapted_hedging,persona3_adapted_attribution,persona3_adapted_art_terms,lexical_adapted_semantic_sim,lexical_adapted_entity_preservation,lexical_adapted_bertscore_f1,persona1_adapted_semantic_sim,persona1_adapted_entity_preservation,persona1_adapted_bertscore_f1,persona2_adapted_semantic_sim,persona2_adapted_entity_preservation,persona2_adapted_bertscore_f1,persona3_adapted_semantic_sim,persona3_adapted_entity_preservation,persona3_adapted_bertscore_f1
CT0203,,The Met Museum,,The United States,Italy,,,,SectionText,"Raphael was born on April 6, 1483, in Urbino, a hill town set in a spectacular, rugged landscape in the Marche region, in east central Italy. The artist’s roots in Urbino, with its refined court life and unique intellectual heritage, played a defining role in his life and career. He proudly identified with his birthplace and signed his paintings “RAPHAEL VRBINAS” to the end of his days.",67,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Raphael was born on April 6, 1483, in Urbino, a hill town set in a spectacular, rough landscape in the Marche region, in east central Italy. The artist’s roots in Urbino, with its refined court life and unique intellectual heritage, played a defining role in his life and career. He proudly identified with his birthplace and signed his paintings “RAPHAEL VRBINAS” to the end of his days.","Raphael was born on April 6, 1483, in Urbino, Italy. Urbino is a hill town in the Marche region of east central Italy. The area has a dramatic, rocky landscape. Urbino had a refined court life and a unique intellectual history. These qualities shaped Raphael’s life and career. He was proud of his hometown. Until the end of his life, he signed his paintings “RAPHAEL VRBINAS.”","Raphael was born on April 6, 1483, in Urbino. Urbino is a hill town located in a dramatic, rugged landscape in the Marche region of east central Italy. The artist’s origins in Urbino—a place known for its refined court life and distinctive intellectual tradition—had a defining influence on his life and career. He identified proudly with his birthplace and signed his paintings “RAPHAEL VRBINAS” until the end of his life.","Raphael was born on April 6, 1483, in Urbino, a hill town set in a spectacular, rugged landscape in the Marche region of east central Italy. The artist’s roots in Urbino, with its refined court life and unique intellectual heritage, played a defining role in his life and career. He proudly identified with his birthplace and signed his paintings “RAPHAEL VRBINAS” to the end of his days.",0.0,0.0,1.4705882352941175,0.0,0.0,1.4705882352941175,0.0,0.0,1.4925373134328357,0.0,0.0,1.36986301369863,0.0,0.0,1.4705882352941175,0.9997832775115967,1.0,0.9988824,0.9641128778457642,0.8333333333333334,0.95958847,0.9530363082885742,0.8333333333333334,0.97649,0.9994148015975952,1.0,0.9979931
CT0204,,The Met Museum,,The United States,Italy,,,,WallText,"Raphael received his earliest training from his father, Giovanni Santi (ca. 1439–1494), a court painter and prolific poet. During Raphael’s childhood, Giovanni was busy composing an epic poem on Federico III da Montefeltro (1422–1482), the famous ruler who had brought peace, wealth, and fame to the Duchy of Urbino. A formidable general, scholar, and patron of art and architecture, Federico transformed his court into an internationally celebrated center for the arts and humanist learning. He founded a fabled library and rebuilt Urbino’s imposing Palazzo Ducale, whose rhythmic arcades and harmonic geometry embodied the humanist dedication to mathematics that distinguished the culture of Urbino. Those same ideals are evident in the vibrant architectural visions—enlivened with perspectival effects and classical references—created by Urbino painters.",122,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Raphael received his earliest training from his father, Giovanni Santi (ca. 1439–1494), a court painter and productive poet. During Raphael’s childhood, Giovanni was busy writing a long poem on Federico III da Montefeltro (1422–1482), the famous ruler who had brought peace, wealth, and fame to the Duchy of Urbino. A powerful general, scholar, and supporter of art and building, Federico changed his court into an internationally famous center for the arts and humanist learning. He started a famous library and rebuilt Urbino’s impressive Palazzo Ducale, whose repeated arches and balanced shapes showed the humanist focus on mathematics that set apart the culture of Urbino. Those same ideas are clear in the lively architectural scenes—made more lively with depth effects and classical references—created by Urbino painters.","Raphael got his first art lessons from his father, Giovanni Santi. Giovanni was a court painter and a poet who wrote many poems. When Raphael was a child, his father was working on a long epic poem about Federico III da Montefeltro. Federico was a famous ruler who brought peace, wealth, and fame to the Duchy of Urbino. He was a strong military leader, a scholar, and a supporter of art and architecture. Federico turned his court into a famous center for the arts and humanist learning. Humanism was a way of thinking that focused on human values and the study of classical texts. Federico built a legendary library and rebuilt Urbino’s grand palace, the Palazzo Ducale. The palace had repeating arches and balanced shapes that showed the humanist love for math. These same ideas appear in the lively city scenes painted by Urbino artists. Their works used perspective—a technique that makes things look three-dimensional—and included references to ancient Greek and Roman styles.","Raphael received his earliest training from his father, Giovanni Santi (ca. 1439–1494), a court painter and prolific poet. During Raphael’s childhood, Giovanni was busy composing an epic poem about Federico III da Montefeltro (1422–1482), the famous ruler who had brought peace, wealth, and fame to the Duchy of Urbino. Federico was a formidable general, scholar, and patron of art and architecture. He transformed his court into an internationally celebrated center for the arts and humanist learning. He founded a legendary library and rebuilt Urbino’s imposing Palazzo Ducale. The palace’s rhythmic arcades and harmonic geometry embodied the humanist dedication to mathematics that distinguished the culture of Urbino. Those same ideals are visible in the vibrant architectural visions created by Urbino painters—visions enlivened with perspectival effects and classical references.","Raphael’s earliest training came from his father, Giovanni Santi (ca. 1439–1494), who worked as a painter for the court and was also a highly productive poet. During Raphael’s childhood, Giovanni was writing a long epic poem about Federico III da Montefeltro (1422–1482), the famous ruler who brought peace, wealth, and fame to the Duchy of Urbino. Federico was a powerful military leader, a scholar, and a generous supporter of art and architecture. He turned his court into an internationally admired center for the arts and for humanist learning—a way of thinking that focused on human potential, classical knowledge, and education. He built a legendary library and rebuilt Urbino’s grand Palazzo Ducale (the Duke’s palace), whose repeating arched walkways and balanced, mathematically harmonious design reflected the humanist belief in the importance of mathematics—a value that set Urbino’s culture apart. These same principles can be seen in the lively architectural scenes created by Urbino’s painters, which are brought to life with techniques that create a sense of depth and include references to classical styles.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6024096385542169,0.0,0.0,0.0,0.0,0.0,0.0,0.980832576751709,1.0,0.9745954,0.9142408967018127,0.7,0.92564255,0.9930541515350342,1.0,0.98805815,0.9552997350692749,1.0,0.9402221
CT0205,,The Met Museum,,The United States,Italy,,,,SectionText,"Raphael’s father soon brought his precocious son to study with Pietro Perugino (1446/50–1523), an artist he likely knew through local projects. A brilliant, prolific painter and draftsman with active workshops in Perugia and Florence, Perugino relied heavily on collaboration with assistants to meet the demands of patrons all over Italy. Raphael coursed quickly through the stages of pupil and apprentice to become first a collaborator to Perugino and then an independent artist. Perugino’s elegant figures, breathtaking command of technique, and efficient methods for reproducing designs left their mark on the younger artist.",92,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Raphael’s father soon brought his gifted son to study with Pietro Perugino (1446/50–1523), an artist he likely knew through local projects. A brilliant, productive painter and drawer with active workshops in Perugia and Florence, Perugino relied heavily on working with helpers to meet the needs of buyers all over Italy. Raphael moved quickly through the stages of student and trainee to become first a helper to Perugino and then an independent artist. Perugino’s graceful figures, amazing skill with technique, and efficient ways of copying designs left their mark on the younger artist.","Raphael’s father soon sent his talented son to study with Pietro Perugino (1446/50–1523). Perugino was an artist Raphael’s father likely knew from local projects. Perugino was a brilliant and busy painter and draftsman. He had active workshops in Perugia and Florence. To meet the demands of clients all over Italy, he relied heavily on help from his assistants. Raphael moved quickly through the stages of student and apprentice. He first became a collaborator with Perugino, then an independent artist. Perugino’s elegant figures, amazing skill with technique, and efficient ways of repeating designs left a strong influence on the younger artist.","Raphael’s father soon brought his exceptionally talented son to study with Pietro Perugino (1446/50–1523), an artist he likely knew through local projects. Perugino was a brilliant and highly productive painter and draftsman. He had active workshops in Perugia and Florence, and he relied heavily on assistants to meet the demands of patrons across Italy. Raphael moved quickly through the stages of pupil and apprentice, first becoming a collaborator of Perugino and then an independent artist. Perugino’s elegant figures, outstanding technical mastery, and efficient methods for reproducing designs had a lasting influence on the younger artist.","Raphael’s father soon brought his exceptionally talented son to study with Pietro Perugino (1446/50–1523), an artist he likely knew through local projects. Perugino was a brilliant and highly productive painter and draftsman (someone who creates detailed drawings as part of their artistic process). He ran busy workshops in Perugia and Florence, where he relied heavily on assistants working together with him to fulfill the many commissions he received from patrons across Italy. Raphael moved quickly through the stages of student and assistant, first becoming a collaborator with Perugino and then an independent artist in his own right. Perugino’s graceful figures, stunning mastery of his craft, and efficient methods for reproducing his designs left a lasting influence on the younger artist.",1.0416666666666663,0.0,0.0,1.0416666666666663,0.0,0.0,0.9523809523809524,0.0,0.0,1.0101010101010102,0.0,0.0,0.8064516129032258,0.0,0.0,0.9715380668640137,1.0,0.9703197,0.9737326502799988,1.0,0.96055806,0.9885615110397339,1.0,0.97609556,0.9698155522346497,1.0,0.9523605
CT0206,,The Met Museum,,The United States,Italy,,,,SectionText,"Ambitious, studious, and disciplined, the young Raphael first sought to establish himself as an independent professional in Città di Castello, a small, wealthy town near Perugia, where he painted notable church altarpieces. Confraternities, religious institutions for regular citizens devoted to works of charity, were also major sources of patronage for artists in Umbria and the Marche. Gathered here are paintings and related studies done for confraternities by Perugino and the young Raphael—including the first painting fully in Raphael’s hand, as confirmed by its recent conservation treatment.",86,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Ambitious, studious, and disciplined, the young Raphael first sought to establish himself as an independent professional in Città di Castello, a small, wealthy town near Perugia, where he painted notable church altarpieces. Confraternities, religious groups for regular citizens devoted to works of charity, were also major sources of support for artists in Umbria and the Marche. Gathered here are paintings and related studies done for confraternities by Perugino and the young Raphael—including the first painting fully in Raphael’s hand, as confirmed by its recent care treatment.","Raphael was ambitious, hardworking, and focused. As a young artist, he first tried to build his career in Città di Castello, a small but wealthy town near Perugia. There, he painted important altarpieces for churches. Confraternities were religious groups for regular people who did charity work. These groups were major supporters of artists in Umbria and the Marche. In this room, you can see paintings and related studies made for confraternities by Perugino and the young Raphael. One of these is the first painting fully done by Raphael himself, as confirmed by recent conservation work.","Ambitious, studious, and disciplined, the young Raphael first sought to establish himself as an independent professional in Città di Castello, a small, wealthy town near Perugia. There, he painted notable church altarpieces. Confraternities—religious institutions for ordinary citizens devoted to charitable works—were also major sources of patronage for artists in Umbria and the Marche. This gallery brings together paintings and related studies created for confraternities by Perugino and the young Raphael. These include the first painting entirely by Raphael’s own hand, as confirmed by its recent conservation treatment.","Ambitious, studious, and disciplined, the young Raphael first sought to establish himself as an independent professional in Città di Castello, a small, wealthy town near Perugia, where he painted notable works for church altars. Confraternities—religious organizations for ordinary citizens dedicated to charitable work—were also major sources of support for artists in the regions of Umbria and the Marche. Gathered here are paintings and related preparatory studies made for confraternities by Perugino and the young Raphael, including the first painting executed entirely by Raphael himself, as confirmed by its recent conservation treatment.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.991595983505249,1.0,0.9936854,0.9441215991973877,0.875,0.946935,0.9857150316238403,0.875,0.98156583,0.9799220561981201,0.875,0.9740313
CT0207,,The Met Museum,,The United States,Italy,,,,SectionText,"From 1500 to 1507, the young Raphael endeavored to cultivate patrons by painting both monumental altarpieces and small-scale devotional works in the regions of the Marche, Umbria, and Tuscany. An iconic example is the large, multipart painting at the center of this gallery, made for nuns in Perugia and now known as the Colonna Altarpiece (after a later owner). The full ensemble is reunited here as a complete work for the first time since it was dismembered around 1663 and the individual paintings dispersed. Other notable projects include a mammoth altarpiece for the Baronci family chapel in Città di Castello, which was later destroyed in an earthquake and survives only in fragments and preliminary drawings, and a remarkable altarpiece for the Oddi family chapel in Perugia, represented here by studies and the painting that provided its base.",137,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"From 1500 to 1507, the young Raphael tried to win over supporters by painting both large altarpieces and small religious works in the areas of the Marche, Umbria, and Tuscany. A classic example is the large, multi-part painting at the center of this gallery, made for nuns in Perugia and now known as the Colonna Altarpiece (after a later owner). The full set is brought together here as a complete work for the first time since it was taken apart around 1663 and the individual paintings spread out. Other important projects include a huge altarpiece for the Baronci family chapel in Città di Castello, which was later destroyed in an earthquake and survives only in pieces and early drawings, and a remarkable altarpiece for the Oddi family chapel in Perugia, shown here by studies and the painting that served as its base.","Between 1500 and 1507, the young Raphael worked hard to find supporters for his art. He painted both huge church altarpieces and small religious works in the regions of the Marche, Umbria, and Tuscany. A famous example is the large, multi-part painting in the center of this gallery. It was made for nuns in Perugia and is now called the Colonna Altarpiece (named after a later owner). For the first time since it was taken apart around 1663, the whole set is back together here. Other important projects include a giant altarpiece for the Baronci family chapel in Città di Castello. That piece was later destroyed in an earthquake. Only fragments and early drawings survive. There is also a remarkable altarpiece for the Oddi family chapel in Perugia. It is shown here through studies and the painting that formed its base.","From 1500 to 1507, the young Raphael tried to gain the support of patrons by painting both large altarpieces and small devotional works in the regions of the Marche, Umbria, and Tuscany. A key example is the large, multi-panel painting at the center of this gallery. It was made for nuns in Perugia and is now called the Colonna Altarpiece (named after a later owner). The entire ensemble is brought together here as a complete work for the first time since it was taken apart around 1663 and the individual paintings were scattered. Other important projects include a very large altarpiece for the Baronci family chapel in Città di Castello. This altarpiece was later destroyed in an earthquake and survives only in fragments and preliminary drawings. Another is a remarkable altarpiece for the Oddi family chapel in Perugia, shown here through studies and the painting that served as its base.","From 1500 to 1507, the young Raphael worked to build relationships with wealthy supporters by creating both large, formal religious paintings for church altars and smaller, personal devotional pieces in the regions of the Marche, Umbria, and Tuscany. A key example is the large, multi-panel painting at the center of this gallery, made for nuns in Perugia and now known as the Colonna Altarpiece (named after a later owner). The complete set of panels is brought together here as a single work for the first time since it was taken apart around 1663 and the individual paintings scattered. Other important projects include a massive altarpiece for the Baronci family chapel in Città di Castello, which was later destroyed in an earthquake and survives only in fragments and early sketches, and a notable altarpiece for the Oddi family chapel in Perugia, shown here through preparatory drawings and the painting that served as its base.",0.0,0.0,0.7299270072992701,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9811941385269165,1.0,0.9808908,0.9619849920272827,0.8333333333333334,0.9601736,0.9714438915252686,1.0,0.97526807,0.9701555967330933,1.0,0.96750057
CT0208,,The Met Museum,,The United States,Italy,,,,SectionText,"Full-scale drawings for the Oddi Altarpiece reveal the workshop practices that Raphael had absorbed during his training and collaboration with Perugino. Dazzling studies on paper also show how he worked in a variety of media—black chalk, pen and ink, and metalpoint on prepared paper—often with a virtuosic command of technique. Drawings such as these likely served as his calling card and undoubtedly impressed his patrons.",67,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Full-scale drawings for the Oddi Altarpiece show the workshop practices that Raphael had learned during his training and work with Perugino. Stunning studies on paper also show how he worked in a variety of materials—black chalk, pen and ink, and metalpoint on prepared paper—often with a masterful control of technique. Drawings such as these likely served as his calling card and certainly impressed his patrons.","Full-scale drawings for the Oddi Altarpiece show how Raphael learned his craft. He picked up these skills while training and working with Perugino. Raphael's brilliant studies on paper also reveal that he used many different materials. He worked with black chalk, pen and ink, and metalpoint on special paper. He had amazing control over these techniques. Drawings like these probably acted as his business card. They surely impressed the people who hired him.","Full-scale drawings for the Oddi Altarpiece show the workshop practices that Raphael learned during his training and collaboration with Perugino. Brilliant studies on paper also demonstrate how he worked in different media—black chalk, pen and ink, and metalpoint on prepared paper—often with a virtuosic command of technique. Drawings like these probably served as his calling card and certainly impressed his patrons.","Full-scale preparatory drawings for the Oddi Altarpiece reveal the studio methods that Raphael had learned during his training and collaboration with Perugino. Brilliant studies on paper also show how he worked in a variety of materials—black chalk, pen and ink, and a technique called metalpoint (using a metal stylus on specially coated paper)—often with a masterful command of his craft. Drawings like these likely served as his professional calling card and certainly impressed his patrons.",1.4925373134328357,0.0,0.0,1.4925373134328357,0.0,0.0,1.351351351351351,0.0,0.0,1.5873015873015872,0.0,0.0,1.2987012987012987,0.0,0.0,0.9893662929534912,1.0,0.98402023,0.9475767612457275,1.0,0.9440733,0.9905434846878052,1.0,0.98681045,0.9568423628807068,1.0,0.96334946
CT0209,,The Met Museum,,The United States,Italy,,,,SectionText,"Raphael may have been drawn to Florence after hearing fellow painters rave about rival full-scale designs (cartoons) for spectacular murals there by Leonardo and Michelangelo. Related works in this gallery convey the electrifying novelty and arresting sculptural power of those unrealized projects. While in Florence between 1504 and 1508, Raphael also studied Michelangelo’s sculptures and Leonardo’s paintings and drawings, promptly and seamlessly adapting aspects of their styles and techniques in his work.",72,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Raphael may have been drawn to Florence after hearing fellow painters rave about rival full-scale designs (cartoons) for spectacular wall paintings there by Leonardo and Michelangelo. Related works in this gallery show the exciting newness and striking sculptural power of those unfinished projects. While in Florence between 1504 and 1508, Raphael also studied Michelangelo’s sculptures and Leonardo’s paintings and drawings, quickly and smoothly adapting aspects of their styles and techniques in his work.","Raphael might have moved to Florence because other painters couldn't stop talking about amazing wall paintings planned there. Two famous artists, Leonardo and Michelangelo, had created large-scale designs for these murals. The artworks in this gallery show how exciting and powerful those unfinished projects were. While living in Florence from 1504 to 1508, Raphael studied Michelangelo's sculptures and Leonardo's paintings and drawings. He quickly and smoothly borrowed parts of their styles and methods for his own work.","Raphael may have been drawn to Florence after hearing fellow painters speak with great enthusiasm about rival full-scale designs (cartoons) for spectacular murals there by Leonardo and Michelangelo. Related works in this gallery convey the electrifying novelty and striking sculptural power of those unrealized projects. While in Florence between 1504 and 1508, Raphael also studied Michelangelo’s sculptures and Leonardo’s paintings and drawings. He quickly and seamlessly adapted aspects of their styles and techniques in his own work.","Raphael may have been drawn to Florence after hearing fellow painters praise the rival full-scale preparatory drawings (called cartoons) that Leonardo and Michelangelo had created for spectacular wall paintings there. Works in this gallery related to those projects convey their electrifying novelty and striking, sculpture-like power—even though the murals themselves were never completed. During his time in Florence, from 1504 to 1508, Raphael also studied Michelangelo’s sculptures and Leonardo’s paintings and drawings, quickly and smoothly incorporating elements of their styles and techniques into his own work.",0.0,0.0,1.351351351351351,0.0,0.0,1.3333333333333337,2.5,0.0,1.25,0.0,0.0,1.2658227848101269,0.0,0.0,2.247191011235955,0.9850024580955505,1.0,0.98106486,0.9001438617706299,0.8,0.9377115,0.9946174621582031,1.0,0.981649,0.9548214673995972,0.8,0.9498321
CT0210,,The Met Museum,,The United States,Italy,,,,WallText,"Raphael also learned from his peers’ revolutionary approaches to inventing compositions. Leonardo’s theories about “sketching quickly,” in the fervor of artistic inspiration, transformed Raphael’s methods. Asserting that the effort to finish drawings and puzzle out details could dry up fresh ideas, Leonardo advised working out concepts in “rough sketches,” like a poet scrawling the first draft of a verse in messy handwriting with crossed-out words. Before Florence, Raphael had tended to develop compositions in a more artisanal way, figure by detailed figure, as he had learned from Perugino. Now, spontaneous sketching led him to more organic compositions pulsating with movement and vivid expression.",103,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Raphael also learned from his peers’ groundbreaking ways of creating compositions. Leonardo’s ideas about “sketching quickly,” in the heat of artistic inspiration, changed Raphael’s methods. Saying that the effort to finish drawings and work out details could dry up fresh ideas, Leonardo advised working out concepts in “rough sketches,” like a poet writing the first draft of a verse in messy handwriting with crossed-out words. Before Florence, Raphael had tended to develop compositions in a more craft-like way, figure by detailed figure, as he had learned from Perugino. Now, spontaneous sketching led him to more natural compositions full of movement and vivid expression.","Raphael also learned from his peers' new ways of creating compositions. Leonardo's ideas about ""sketching quickly,"" while caught up in artistic inspiration, changed how Raphael worked. Leonardo believed that spending too much time finishing drawings and working out small details could kill fresh ideas. He advised developing ideas in ""rough sketches,"" like a poet writing a messy first draft with crossed-out words. Before moving to Florence, Raphael created his compositions in a more step-by-step way, drawing one figure at a time, as his teacher Perugino had taught him. Now, sketching freely led him to create more natural compositions full of movement and strong emotion.","Raphael also learned from his peers’ revolutionary approaches to inventing compositions. Leonardo’s theories about “sketching quickly,” in the heat of artistic inspiration, changed Raphael’s methods. Leonardo argued that finishing drawings and working out small details could stop fresh ideas from flowing. He advised developing concepts in “rough sketches,” like a poet writing the first draft of a poem in messy handwriting with crossed-out words. Before his time in Florence, Raphael had tended to develop compositions in a more artisanal way, figure by detailed figure, as he had learned from Perugino. After that, spontaneous sketching led him to more organic compositions full of movement and vivid expression.","Raphael also learned from his peers’ groundbreaking ways of creating compositions. Leonardo’s ideas about “sketching quickly,” in the heat of artistic inspiration, changed how Raphael worked. Leonardo believed that spending too much effort finishing drawings and working out small details could stifle fresh ideas. He advised developing concepts in “rough sketches,” much like a poet writing a first draft in messy handwriting with crossed-out words. Before his time in Florence, Raphael had tended to build his compositions in a more step-by-step, craft-based way—working figure by detailed figure, as he had learned from his teacher Perugino. Now, spontaneous sketching led him to create more natural, flowing compositions full of movement and lively expression.",0.9523809523809524,0.0,4.761904761904762,0.9523809523809524,0.0,4.761904761904762,0.9523809523809524,0.0,4.761904761904762,0.9259259259259258,0.0,4.62962962962963,0.8771929824561403,0.0,4.385964912280701,0.9875449538230896,1.0,0.97993237,0.9563527703285217,1.0,0.9388155,0.9873244762420654,1.0,0.9736439,0.9715059399604797,1.0,0.955759
CT0211,,The Met Museum,,The United States,Italy,,,,SectionText,"The exposure to Leonardo’s and Michelangelo’s art infused Raphael’s compositions with a sense of space, sculptural monumentality, and expressive force. This was the result of an enormous amount of experimentation on paper. Sequences of drawings—from a sheet of sketches to studies of an arrangement based on three-dimensional clay or wax models—reveal Raphael’s increasingly disciplined approach to the design process. Working in orderly steps, for example, he gradually animated a pyramidal composition (favored by Leonardo), which could seem static, by building a dynamic interplay of gestures and gazes among the figures.",90,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"The exposure to Leonardo’s and Michelangelo’s art filled Raphael’s works with a sense of space, sculptural monumentality, and expressive force. This was the result of a huge amount of testing on paper. Series of drawings—from a sheet of sketches to studies of an arrangement based on three-dimensional clay or wax models—show Raphael’s increasingly organized approach to the design process. Working in orderly steps, for example, he slowly brought life to a pyramid-shaped composition (liked by Leonardo), which could seem still, by building a lively exchange of gestures and looks among the figures.","Raphael saw Leonardo’s and Michelangelo’s art. It changed his own work. His paintings gained a stronger sense of space, bigger-looking figures, and more powerful emotions. This came from a huge amount of drawing and experimenting on paper. Raphael made many drawings in a row. He started with quick sketches. Then he studied arrangements using small clay or wax models. These steps show how Raphael became more careful and organized in his design process. For example, he worked step by step to bring life to a pyramid-shaped composition. (Leonardo liked this shape.) A pyramid composition can look still or boring. But Raphael made it feel active by building a lively give-and-take of gestures and looks among the people in the scene.","Exposure to the art of Leonardo and Michelangelo gave Raphael’s compositions a sense of space, sculptural monumentality, and expressive force. This came from an enormous amount of experimentation on paper. Sequences of drawings—from a sheet of sketches to studies of an arrangement based on three-dimensional clay or wax models—show Raphael’s increasingly disciplined approach to the design process. Working in orderly steps, for example, he gradually brought life to a pyramidal composition (preferred by Leonardo), which could appear static, by building a dynamic interplay of gestures and gazes among the figures.","Exposure to the art of Leonardo and Michelangelo gave Raphael’s works a greater sense of space, a more solid, almost sculptural presence, and a powerful emotional impact. This came from an enormous amount of experimentation on paper. Sequences of drawings—from rough sketches to studies of arrangements based on small clay or wax models—show Raphael’s increasingly methodical approach to designing his works. Working in careful steps, for example, he gradually brought life to a pyramid-shaped composition (a structure favored by Leonardo), which could otherwise feel static, by creating a lively exchange of gestures and glances among the figures.",1.0416666666666663,0.0,3.125,1.020408163265306,0.0,2.0408163265306123,0.0,0.0,1.639344262295082,1.0638297872340423,0.0,3.191489361702128,0.99009900990099,0.0,0.99009900990099,0.9515644311904907,1.0,0.972495,0.868788480758667,0.75,0.90892625,0.9856237173080444,1.0,0.9809276,0.9471877217292786,0.75,0.9505806
CT0212,,The Met Museum,,The United States,Italy,,,,SectionText,"In 1507 the twenty-four-year-old Raphael painted his most significant work before his move to Rome, an altarpiece of Christ’s entombment for the Baglioni family chapel in Perugia. The preliminary drawings show him in full command of his powers as a storyteller, and demonstrate how he constructed a dramatic composition with a climactic narrative. Through arduous study, aided by his knowledge of classical sculpture, the artist evolved a static arrangement of figures into an emotionally arresting action scene. Raphael had absorbed Leonardo’s principle that the physical gestures of the body express the “motions” of the mind and soul.",97,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"In 1507 the twenty-four-year-old Raphael painted his most important work before his move to Rome, an altarpiece of Christ’s burial for the Baglioni family chapel in Perugia. The early drawings show him in full command of his powers as a storyteller, and show how he built a dramatic composition with a climactic story. Through hard study, helped by his knowledge of classical sculpture, the artist changed a still arrangement of figures into an emotionally gripping action scene. Raphael had taken in Leonardo’s idea that the physical gestures of the body express the “movements” of the mind and soul.","In 1507, Raphael was twenty-four years old. He painted his most important work before moving to Rome. It was an altarpiece showing Christ being placed in the tomb. The painting was made for the Baglioni family chapel in Perugia.

His early sketches show he was a master storyteller. They reveal how he built a dramatic scene with a powerful climax. Through hard work and study of ancient Roman statues, Raphael turned a still group of figures into an emotional, action-filled moment. He learned from Leonardo da Vinci that the way people move their bodies shows what they think and feel.","In 1507, the twenty-four-year-old Raphael painted his most important work before moving to Rome. It was an altarpiece showing Christ’s entombment, made for the Baglioni family chapel in Perugia. The preliminary drawings show that he had full control of his abilities as a storyteller. They also demonstrate how he built a dramatic composition with a narrative that reaches a climax. Through intense study, helped by his knowledge of classical sculpture, the artist transformed a static arrangement of figures into an emotionally powerful action scene. Raphael had absorbed Leonardo’s idea that the physical gestures of the body express the “motions” of the mind and soul.","In 1507, at the age of twenty-four, Raphael painted what is considered his most important work before moving to Rome. It was an altarpiece—a painting created to stand above an altar in a church—depicting the burial of Christ. This piece was made for the Baglioni family chapel in the city of Perugia. His early sketches show him fully in control of his ability to tell a story, and reveal how he built a powerful scene with a clear, dramatic high point in the narrative. Through intense study, and drawing on his knowledge of ancient Roman sculpture, Raphael transformed a still, balanced arrangement of figures into an emotionally gripping moment of action. He had taken to heart Leonardo da Vinci’s idea that the physical movements of the body reveal the inner thoughts and feelings of the mind and soul.",0.0,0.0,2.0202020202020203,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.8867924528301887,0.0,0.0,0.7092198581560284,0.9792335033416748,1.0,0.9836854,0.9251254200935364,0.7142857142857143,0.9286085,0.9815635681152344,1.0,0.9773546,0.9392300844192505,0.7142857142857143,0.9336529
