ID,ReferenceNumber,Museum,NameOfTheObject,PlaceOfOriginationMuseum,PlaceOfOrigination,Medium,Dimension,MuseumObjectType,TextType,CuratorialText_x,WordCountCuratorialText,URL,YearOfTheArtwork,NameCurator,NameOfTheArtist,Language,CuratorialText_y,persona1_adapted,persona2_adapted,persona3_adapted
CT0231,,The Met Museum,,The United States,Italy,,,,SectionText,"Raphael rarely interrupted his projects for Popes Julius II and Leo X to make room for other commissions. The notable exception was his powerful friend Agostino Chigi (1466–1520), whom he met in about 1510. Born in Siena, Chigi became the richest banker in Europe, and his legendary wealth financed the popes’ cultural and military enterprises. Raphael’s work for Chigi included fresco paintings, as well as designs for his remodeled stables and the multimedia ensembles of his two chapels.",78,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Raphael rarely interrupted his projects for Popes Julius II and Leo X to make room for other commissions. The notable exception was his powerful friend Agostino Chigi (1466–1520), whom he met in about 1510. Born in Siena, Chigi became the richest banker in Europe, and his legendary wealth financed the popes’ cultural and military enterprises. Raphael’s work for Chigi included fresco paintings, as well as designs for his remodeled stables and the multimedia ensembles of his two chapels.","Raphael rarely stopped working for Popes Julius II and Leo X to take on other jobs. But he made an important exception for his powerful friend Agostino Chigi (1466–1520), whom he met around 1510. Chigi was born in Siena and became the richest banker in Europe. His huge fortune helped pay for the popes’ art projects and military efforts. For Chigi, Raphael created fresco paintings—art made by painting on wet plaster—and also designed his remodeled stables and the artwork for his two chapels.","Raphael rarely interrupted his work for Popes Julius II and Leo X to accept other commissions. The notable exception was his powerful friend Agostino Chigi (1466–1520), whom he met around 1510. Chigi was born in Siena and became the richest banker in Europe. His legendary wealth funded the popes’ cultural and military projects. Raphael’s work for Chigi included fresco paintings, designs for his remodeled stables, and the multimedia ensembles of his two chapels.","Raphael seldom set aside his work for Popes Julius II and Leo X to take on other projects. A significant exception was his influential friend Agostino Chigi (1466–1520), whom he met around 1510. Born in Siena, Chigi became the wealthiest banker in Europe, and his legendary fortune funded the popes’ cultural and military ventures. Raphael’s work for Chigi included wall paintings (frescoes), as well as designs for his renovated stables and the combined artistic arrangements of his two chapels."
CT0232,,The Met Museum,,The United States,Italy,,,,SectionText,"Displayed here are a variety of Raphael’s preparatory drawings for Chigi’s projects. In chalk studies of nude figures, Michelangelo’s language of contorted poses and powerful muscularity is transformed with an effortless grace and the sensuality of living flesh. The drawings also allude to the legacy of Raphael’s approach to the human figure, which led to the style known as Mannerism after his death. Male and female forms here anticipate prototypical Mannerist poses—as with Raphael’s primeval personification of an earthquake in a Sistine Chapel tapestry design, which spawned the figural vocabulary that his former assistant Giulio Romano would exploit to spectacular effect in his later frescoes.",105,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Displayed here are a variety of Raphael’s preparatory drawings for Chigi’s projects. In chalk studies of nude figures, Michelangelo’s language of contorted poses and powerful muscularity is transformed with an effortless grace and the sensuality of living flesh. The drawings also allude to the legacy of Raphael’s approach to the human figure, which led to the style known as Mannerism after his death. Male and female forms here anticipate prototypical Mannerist poses—as with Raphael’s primeval personification of an earthquake in a Sistine Chapel tapestry design, which spawned the figural vocabulary that his former assistant Giulio Romano would exploit to spectacular effect in his later frescoes.","Here are a variety of Raphael’s early drawings for Chigi’s projects. In chalk studies of nude figures, Raphael took Michelangelo’s twisted poses and strong muscles and gave them a graceful, lifelike feel. The drawings also show how Raphael’s style of drawing the human body led to a new style called Mannerism after his death. Male and female figures here show early Mannerist poses. For example, Raphael’s drawing of a person representing an earthquake—for a tapestry in the Sistine Chapel—created a set of poses that his former assistant Giulio Romano later used in his own dramatic wall paintings.","Displayed here are various preparatory drawings by Raphael for Chigi's projects. In chalk studies of nude figures, Michelangelo's language of contorted poses and powerful muscularity is transformed with an effortless grace and the sensuality of living flesh. The drawings also refer to the legacy of Raphael's approach to the human figure, which led to the style known as Mannerism after his death. Male and female forms here anticipate prototypical Mannerist poses—as with Raphael's primeval personification of an earthquake in a Sistine Chapel tapestry design. This design created the figural vocabulary that his former assistant Giulio Romano would later use to spectacular effect in his frescoes.","Displayed here are a variety of Raphael’s preparatory drawings for projects commissioned by the wealthy banker Chigi. In chalk studies of nude figures, we can see how Raphael took Michelangelo’s style—known for twisted poses and powerful, muscular bodies—and transformed it with an effortless grace and a sense of living, sensual flesh. These drawings also hint at the lasting influence of Raphael’s approach to the human figure, which after his death led to a style called Mannerism (a trend that emphasized elegance and exaggerated poses). The male and female forms here show early examples of typical Mannerist poses—as seen, for instance, in Raphael’s design for a tapestry in the Sistine Chapel, where he created a primal, symbolic figure representing an earthquake. This figure’s pose and shape became a kind of visual language that his former assistant, Giulio Romano, would later use to dramatic effect in his own wall paintings."
CT0233,,The Met Museum,,The United States,Italy,,,,SectionText,"Rome and its ancient monuments transformed Raphael’s art, and his work likewise changed the face of Rome. Following his arrival in the Eternal City in 1508, he threw himself into archaeological studies and made drawings of monuments that demonstrate a nearly scientific rigor. Pope Leo X tasked Raphael with creating an enormous drawing of ancient Rome, “making those members that are entirely ruined and are completely invisible correspond with those that are still standing and can be seen.” A letter to Leo, written on Raphael’s behalf, attests to the artist’s deep archaeological knowledge and technical skill, including a highly original method for using a magnetic compass in conducting surveys of ruins.",111,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Rome and its ancient monuments transformed Raphael’s art, and his work likewise changed the face of Rome. Following his arrival in the Eternal City in 1508, he threw himself into archaeological studies and made drawings of monuments that demonstrate a nearly scientific rigor. Pope Leo X tasked Raphael with creating an enormous drawing of ancient Rome, “making those members that are entirely ruined and are completely invisible correspond with those that are still standing and can be seen.” A letter to Leo, written on Raphael’s behalf, attests to the artist’s deep archaeological knowledge and technical skill, including a highly original method for using a magnetic compass in conducting surveys of ruins.","Rome and its ancient buildings changed how Raphael made art. In the same way, his art changed how Rome looked. After he arrived in the city in 1508, he started studying old ruins. He made drawings of monuments that were very careful and exact—almost like a scientist.

Pope Leo X asked Raphael to create a huge drawing of ancient Rome. The pope wanted him to “connect the parts that are completely ruined and invisible with the parts that are still standing and can be seen.” A letter written for Raphael to the pope shows how much he knew about archaeology and how skilled he was. It also describes a clever new way he used a magnetic compass to measure ruins.","Raphael’s art was deeply shaped by Rome and its ancient monuments, and in turn, his work transformed the city’s appearance. After arriving in the Eternal City in 1508, he immersed himself in archaeological research and created drawings of monuments that show an almost scientific precision. Pope Leo X commissioned Raphael to produce a large-scale drawing of ancient Rome, instructing him to “make those parts that are completely ruined and no longer visible correspond with those that are still standing and can be seen.” A letter written on Raphael’s behalf to Leo reveals the artist’s extensive archaeological knowledge and technical ability, including a highly innovative method for using a magnetic compass to survey ruins.","Rome and its ancient monuments had a profound impact on Raphael’s art, and in turn, his work reshaped the city of Rome itself. When he arrived in the Eternal City in 1508, he immersed himself in the study of archaeology, creating drawings of ancient structures that show an almost scientific level of detail. Pope Leo X asked Raphael to produce a large-scale drawing of ancient Rome, with the goal of “making those parts that are completely destroyed and now invisible match up with those that are still standing and can be seen.” A letter written on Raphael’s behalf to the Pope reveals the artist’s deep knowledge of archaeology and his technical skill, including an innovative method for using a magnetic compass to survey ruins."
CT0234,,The Met Museum,,The United States,Italy,,,,SectionText,"Around 1503 Pope Julius II had charged Bramante, Raphael’s mentor and close friend from Urbino, to design a new Saint Peter’s Basilica that would convey the majesty of the papacy in the aesthetic language of ancient Rome. Drawings and prints here illuminate Raphael’s career as an architect after he took over this massive project upon Bramante’s death. In 1517 Raphael bought the Palazzo Caprini, designed by Bramante and now destroyed but pictured in two works here, where he lived out his final years in Rome as the “prince of painters.”",90,https://www.metmuseum.org/exhibitions/raphael-sublime-poetry/inside-the-exhibition,,,,English,"Around 1503 Pope Julius II had charged Bramante, Raphael’s mentor and close friend from Urbino, to design a new Saint Peter’s Basilica that would convey the majesty of the papacy in the aesthetic language of ancient Rome. Drawings and prints here illuminate Raphael’s career as an architect after he took over this massive project upon Bramante’s death. In 1517 Raphael bought the Palazzo Caprini, designed by Bramante and now destroyed but pictured in two works here, where he lived out his final years in Rome as the “prince of painters.”","Around 1503, Pope Julius II asked Bramante to design a new Saint Peter’s Basilica. Bramante was Raphael’s mentor and close friend from Urbino. The pope wanted the building to show the power of the papacy using the style of ancient Rome. The drawings and prints here show how Raphael became an architect after Bramante died and took over this huge project. In 1517, Raphael bought a house called the Palazzo Caprini. Bramante had designed it, but it is now destroyed. Two works here show what it looked like. Raphael lived there for his final years in Rome, known as the “prince of painters.”","Around 1503, Pope Julius II commissioned Bramante—Raphael’s mentor and close friend from Urbino—to design a new Saint Peter’s Basilica. The building was meant to express the majesty of the papacy using the aesthetic language of ancient Rome. The drawings and prints displayed here show Raphael’s career as an architect after he took over this large project following Bramante’s death. In 1517, Raphael bought the Palazzo Caprini. This building had been designed by Bramante and is now destroyed, but it appears in two works exhibited here. Raphael lived his final years in Rome in this palace, known as the “prince of painters.”","Around 1503, Pope Julius II commissioned Bramante—Raphael’s mentor and a close friend from the city of Urbino—to design a new Saint Peter’s Basilica. The goal was to create a building that would express the power and importance of the papacy, using the visual style of ancient Rome. The drawings and prints in this section show how Raphael’s career as an architect developed after he took over this enormous project following Bramante’s death. In 1517, Raphael bought the Palazzo Caprini, a building designed by Bramante that no longer exists but is shown in two works here. He spent his final years in Rome living in this house, known in his time as the “prince of painters.”"
CT0235,,The Met Museum,,The United States,China,,,,ExhibitionText,"The Met acquired its first Chinese painting in 1902. Since then, the Museum has added more than two thousand works of painting and calligraphy, building one of the most comprehensive collections in the world. Spanning fifteen hundred years of cultural production and featuring a variety of genres, techniques, and styles, The Met's collection has become a key resource for the study of Chinese painting and calligraphy. This exhibition presents a rich selection of works from the collection arranged in a largely chronological display. The final gallery tells the story of Wen C. Fong (1930–2018), chairman of the Museum’s Department of Asian Art from 1971 to 2000, and his teacher Li Jian (1881–1956). As a young calligraphy prodigy in Shanghai in the 1940s, Fong studied brush arts with Li. The display centers on a group of fans, painted and written by Li, that were intended to transmit the canonical models of the classical tradition from teacher to student. Brought to the United States in 1949 and treasured by the Fong family since then, these fans are presented publicly for the first time.",181,https://www.metmuseum.org/exhibitions/chinese-painting-and-calligraphy-selections-from-the-collection,"November 22, 2025–May 10, 2026",,,English,"The Met acquired its first Chinese painting in 1902. Since then, the Museum has added more than two thousand works of painting and calligraphy, building one of the most comprehensive collections in the world. Spanning fifteen hundred years of cultural production and featuring a variety of genres, techniques, and styles, The Met's collection has become a key resource for the study of Chinese painting and calligraphy. This exhibition presents a rich selection of works from the collection arranged in a largely chronological display. The final gallery tells the story of Wen C. Fong (1930–2018), chairman of the Museum’s Department of Asian Art from 1971 to 2000, and his teacher Li Jian (1881–1956). As a young calligraphy prodigy in Shanghai in the 1940s, Fong studied brush arts with Li. The display centers on a group of fans, painted and written by Li, that were intended to transmit the canonical models of the classical tradition from teacher to student. Brought to the United States in 1949 and treasured by the Fong family since then, these fans are presented publicly for the first time.","The Met got its first Chinese painting in 1902. Since then, the museum has added more than two thousand works of painting and calligraphy. Calligraphy is the art of beautiful handwriting. Together, these works form one of the most complete collections in the world. The collection covers fifteen hundred years of art and includes many different types, techniques, and styles. It has become a key resource for studying Chinese painting and calligraphy.

This exhibition shows a rich selection of works from the collection. They are arranged mostly in order of when they were made. The last room tells the story of Wen C. Fong (1930–2018) and his teacher Li Jian (1881–1956). Fong was the head of the museum’s Asian Art department from 1971 to 2000. As a young calligraphy prodigy—a child with amazing talent—in Shanghai in the 1940s, Fong studied brush arts with Li. The display focuses on a group of fans that Li painted and wrote on. These fans were meant to pass on the classic models of the tradition from teacher to student. They were brought to the United States in 1949 and have been treasured by the Fong family ever since. Now, these fans are shown to the public for the first time.","The Metropolitan Museum of Art acquired its first Chinese painting in 1902. Since then, the Museum has added more than two thousand works of painting and calligraphy. It has built one of the most comprehensive collections in the world. The collection spans fifteen hundred years of cultural production. It includes a variety of genres, techniques, and styles. As a result, The Met's collection has become a key resource for the study of Chinese painting and calligraphy.

This exhibition presents a rich selection of works from the collection. They are arranged in a largely chronological display. The final gallery tells the story of Wen C. Fong (1930–2018) and his teacher Li Jian (1881–1956). Fong was chairman of the Museum’s Department of Asian Art from 1971 to 2000. In the 1940s, as a young calligraphy prodigy in Shanghai, Fong studied brush arts with Li. The display centers on a group of fans. These fans were painted and written by Li. They were intended to transmit the canonical models of the classical tradition from teacher to student. The fans were brought to the United States in 1949. They have been treasured by the Fong family since then. They are presented publicly for the first time.","The Met acquired its first Chinese painting in 1902. Since then, the Museum has added more than two thousand works of painting and calligraphy—the art of beautiful handwriting—building one of the most comprehensive collections in the world. Spanning fifteen hundred years of cultural production and featuring a variety of genres, techniques, and styles, The Met's collection has become a key resource for the study of Chinese painting and calligraphy. This exhibition presents a rich selection of works from the collection, arranged largely in chronological order. The final gallery tells the story of Wen C. Fong (1930–2018), who served as chairman of the Museum’s Department of Asian Art from 1971 to 2000, and his teacher Li Jian (1881–1956). As a young calligraphy prodigy in Shanghai in the 1940s, Fong studied brush arts with Li. The display centers on a group of fans, painted and written by Li, that were intended to pass down the classic models of the tradition from teacher to student. Brought to the United States in 1949 and treasured by the Fong family ever since, these fans are presented publicly for the first time."
CT0236,,The Met Museum,,The United States,,,,,ExhibitionText,"The hand-held fan was an unexpected muse for some of the most innovative artists in 19th-century Europe. Fans became hugely popular across many levels of society during this period, serving as functional and fashionable objects of adornment and communication. Well-known French Impressionists such as Edgar Degas and Camille Pissarro not only featured this feminine accessory in their work but also adopted it as an experimental format for their art. Fanmania investigates why avant-garde artists incorporated fans into their work and sheds light on themes of gender, courtship, consumerism, and appropriation. Artists were attracted to the semicircular form for myriad reasons, including fascination with fans from Asia and Spain, commercial ambition, and their interest in formal and technical innovation. Displaying more than 75 artworks from across The Met collection, this multimedia exhibition features painted and printed fans from Europe and Asia as well as artworks that depict women wielding fans to explore the phenomenon of “fanmania.”",155,https://www.metmuseum.org/exhibitions/fanmania,Through May 12,,,English,"The hand-held fan was an unexpected muse for some of the most innovative artists in 19th-century Europe. Fans became hugely popular across many levels of society during this period, serving as functional and fashionable objects of adornment and communication. Well-known French Impressionists such as Edgar Degas and Camille Pissarro not only featured this feminine accessory in their work but also adopted it as an experimental format for their art. Fanmania investigates why avant-garde artists incorporated fans into their work and sheds light on themes of gender, courtship, consumerism, and appropriation. Artists were attracted to the semicircular form for myriad reasons, including fascination with fans from Asia and Spain, commercial ambition, and their interest in formal and technical innovation. Displaying more than 75 artworks from across The Met collection, this multimedia exhibition features painted and printed fans from Europe and Asia as well as artworks that depict women wielding fans to explore the phenomenon of “fanmania.”","In 19th-century Europe, some of the most creative artists found inspiration in an unexpected object: the hand-held fan. Fans became very popular across all levels of society during this time. They were both useful and fashionable—people used them to cool off, to show off their style, and even to communicate without words.

Well-known French Impressionists like Edgar Degas and Camille Pissarro did more than just paint fans in their pictures. They also used fans as a new, experimental surface for their own art. The exhibition *Fanmania* explores why these forward-thinking artists were drawn to fans. It also looks at themes like gender roles, dating and romance, shopping and spending, and borrowing ideas from other cultures.

Artists liked the fan's half-circle shape for many reasons. Some were fascinated by fans from Asia and Spain. Others saw a chance to sell their work to a wider audience. Still others were interested in trying new techniques and forms.

This multimedia exhibition brings together more than 75 artworks from across The Met collection. You'll see painted and printed fans from Europe and Asia, as well as artworks that show women holding fans. Together, they help explain the craze known as ""fanmania.""","The hand-held fan became an unexpected source of inspiration for some of the most innovative artists in 19th-century Europe. During this period, fans gained widespread popularity across many social classes. They served both as functional and fashionable objects—used for adornment and communication. Well-known French Impressionists, such as Edgar Degas and Camille Pissarro, not only included this feminine accessory in their artworks but also used it as an experimental format for their own artistic practice. The exhibition *Fanmania* investigates why avant-garde artists incorporated fans into their work. It also sheds light on themes such as gender, courtship, consumerism, and appropriation. Artists were drawn to the semicircular shape for many reasons: fascination with fans from Asia and Spain, commercial ambition, and interest in formal and technical innovation. This multimedia exhibition presents more than 75 artworks from across The Met collection. It includes painted and printed fans from Europe and Asia, as well as artworks that show women using fans, in order to explore the phenomenon of “fanmania.”","The hand-held fan served as an unexpected source of inspiration for some of the most groundbreaking artists in 19th-century Europe. During this period, fans became extremely popular across all levels of society, functioning both as practical accessories and fashionable items for self-expression and nonverbal communication. Well-known French Impressionists like Edgar Degas and Camille Pissarro not only included this feminine object in their paintings but also used it as an experimental surface for their own art. This exhibition, titled *Fanmania*, explores why forward-thinking artists incorporated fans into their work, and examines themes such as gender roles, romantic rituals, consumer culture, and the borrowing of artistic styles from other cultures. Artists were drawn to the fan's semicircular shape for many reasons: fascination with fans from Asia and Spain, hopes for commercial success, and interest in exploring new forms and techniques. Featuring more than 75 artworks from across The Met collection, this multimedia exhibition includes painted and printed fans from Europe and Asia, as well as artworks showing women using fans, all to investigate the craze known as “fanmania.”"
CT0237,,The Met Museum,,The United States,,,,,ExhibitionText,"During the nineteenth century, handheld fans achieved unprecedented popularity throughout European society. A newfound artistic appreciation for these objects also emerged, fueled by cultural crazes for all things Japanese and Spanish as well as by exhibitions and publications devoted to fan making and its history. “Almost all the great artists of the century have contributed . . . to the decoration of the best fans,” wrote the author Octave Uzanne in 1882. For the fourth Impressionist exhibition of 1879, Edgar Degas envisioned an entire gallery devoted to fans. Though the fan-shaped paintings his colleagues submitted were ultimately dispersed throughout the show, they nevertheless elicited strong responses from the public, including bewilderment, as illustrated below. Today, these works continue to raise questions—mainly, why did ambitious European artists adopt this accessory as a format for their work? Bringing together artworks from across The Met, Fanmania explores the reasons artists were drawn to this semicircular form, including its commercial potential, its fashionability, and the opportunities it offered for formal and technical innovation. Although avant-garde fans were primarily designed for display rather than use, they retain many of the associations of functional fans. Themes of gender, courtship, appropriation, and experimentation unfold in this examination of fans as objects of adornment, decoration, and communication in the nineteenth century.
",213,https://www.metmuseum.org/exhibitions/fanmania/fanmania,Through May 13,,,English,"During the nineteenth century, handheld fans achieved unprecedented popularity throughout European society. A newfound artistic appreciation for these objects also emerged, fueled by cultural crazes for all things Japanese and Spanish as well as by exhibitions and publications devoted to fan making and its history. “Almost all the great artists of the century have contributed . . . to the decoration of the best fans,” wrote the author Octave Uzanne in 1882. For the fourth Impressionist exhibition of 1879, Edgar Degas envisioned an entire gallery devoted to fans. Though the fan-shaped paintings his colleagues submitted were ultimately dispersed throughout the show, they nevertheless elicited strong responses from the public, including bewilderment, as illustrated below. Today, these works continue to raise questions—mainly, why did ambitious European artists adopt this accessory as a format for their work? Bringing together artworks from across The Met, Fanmania explores the reasons artists were drawn to this semicircular form, including its commercial potential, its fashionability, and the opportunities it offered for formal and technical innovation. Although avant-garde fans were primarily designed for display rather than use, they retain many of the associations of functional fans. Themes of gender, courtship, appropriation, and experimentation unfold in this examination of fans as objects of adornment, decoration, and communication in the nineteenth century.
","During the 1800s, handheld fans became extremely popular across Europe. People also started to see these fans as art. This new interest was sparked by crazes for Japanese and Spanish culture, as well as by shows and books about fan-making and its history. In 1882, writer Octave Uzanne said, ""Almost all the great artists of the century have helped decorate the best fans.""

For the fourth Impressionist exhibition in 1879, artist Edgar Degas planned an entire room filled with fans. The fan-shaped paintings his fellow artists made were spread throughout the show, but they still got strong reactions from the public. Some people were confused, as shown in the picture below. Today, these artworks still raise questions—mainly, why did serious European artists choose this accessory as a format for their work?

Bringing together artworks from across The Met, *Fanmania* explores why artists liked this half-circle shape. Reasons include its potential to sell well, its fashion appeal, and the chance it gave for new techniques and styles. Although these avant-garde (experimental) fans were mostly made for display, not for use, they still carry many of the meanings of real fans. Themes of gender, romance, borrowing from other cultures, and trying new things come to light in this look at fans as objects of decoration, beauty, and communication in the 1800s.","During the nineteenth century, handheld fans became extremely popular across European society. A new artistic appreciation for these objects also emerged. This was fueled by cultural crazes for everything Japanese and Spanish, as well as by exhibitions and publications focused on fan making and its history. “Almost all the great artists of the century have contributed . . . to the decoration of the best fans,” wrote the author Octave Uzanne in 1882. For the fourth Impressionist exhibition in 1879, Edgar Degas imagined an entire gallery dedicated to fans. Although the fan-shaped paintings his colleagues submitted were eventually placed throughout the exhibition, they still provoked strong reactions from the public, including confusion, as shown below. Today, these works continue to raise questions—mainly, why did ambitious European artists adopt this accessory as a format for their work? Bringing together artworks from across The Met, *Fanmania* explores the reasons artists were drawn to this semicircular form. These reasons include its commercial potential, its fashionability, and the opportunities it offered for formal and technical innovation. Although avant-garde fans were primarily designed for display rather than use, they keep many of the associations of functional fans. Themes of gender, courtship, appropriation, and experimentation unfold in this examination of fans as objects of adornment, decoration, and communication in the nineteenth century.","During the 1800s, handheld fans became incredibly popular across European society. People also began to appreciate these objects as art, driven by widespread fascination with Japanese and Spanish culture, as well as by exhibitions and books about fan-making and its history. In 1882, the writer Octave Uzanne noted, “Almost all the great artists of the century have contributed . . . to the decoration of the best fans.” For the fourth Impressionist exhibition in 1879, the artist Edgar Degas planned an entire room dedicated to fans. Although the fan-shaped paintings his fellow artists submitted ended up scattered throughout the show, they still provoked strong reactions from the public—including confusion, as shown below. Today, these works continue to raise questions, mainly: why did ambitious European artists choose this accessory as a format for their art? Bringing together artworks from across The Met, *Fanmania* explores the reasons artists were drawn to this half-circle shape, including its potential to sell, its trendiness, and the ways it allowed for new approaches to form and technique. Even though avant-garde fans were mostly made for display rather than actual use, they still carry many of the meanings of functional fans. Themes of gender, romance, cultural borrowing, and artistic experimentation emerge in this look at fans as objects of decoration, fashion, and communication in the 1800s."
CT0238,,The Met Museum,,The United States,,,,,SectionText,"Handheld folding fans are multimedia objects that involve many types of artistry and artisanal skill. This show focuses primarily on the role of painters and printmakers in the production of the fan’s semicircular leaf. In Europe, prior to 1700, most of these designs were unsigned. In the nineteenth century, major artists grew increasingly interested in making fans and began signing their work, as did preeminent fan-making houses, which evolved out of earlier guilds. Some of the precedents for these practices are on display here.",84,https://www.metmuseum.org/exhibitions/fanmania/fanmania,,,,English,"Handheld folding fans are multimedia objects that involve many types of artistry and artisanal skill. This show focuses primarily on the role of painters and printmakers in the production of the fan’s semicircular leaf. In Europe, prior to 1700, most of these designs were unsigned. In the nineteenth century, major artists grew increasingly interested in making fans and began signing their work, as did preeminent fan-making houses, which evolved out of earlier guilds. Some of the precedents for these practices are on display here.","Handheld folding fans are objects that combine different kinds of art and craft skills. This exhibition looks mainly at the painters and printmakers who created the fan's semicircular leaf. In Europe, before 1700, most fan designs were not signed. In the 1800s, famous artists became more interested in making fans and started signing their work. So did the top fan-making companies, which grew out of earlier guilds. Some examples of these earlier practices are shown here.","Handheld folding fans are multimedia objects. They involve many types of artistry and artisanal skill. This exhibition focuses primarily on the role of painters and printmakers in producing the fan’s semicircular leaf. In Europe, before 1700, most of these designs were unsigned. In the nineteenth century, major artists became increasingly interested in making fans. They began signing their work. So did the leading fan-making houses, which developed from earlier guilds. Some examples of these practices are on display here.","Handheld folding fans are objects that combine multiple forms of artistic and craft-based skill. This exhibition focuses mainly on the painters and printmakers who created the fan’s semicircular central panel. In Europe, before 1700, most of these designs were not signed. In the 1800s, major artists became more interested in making fans and began signing their work, as did the leading fan-making companies, which grew out of earlier trade organizations. Some examples of what came before these practices are shown here."
CT0239,,The Met Museum,,The United States,,,,,SectionText,"Historically, European fans have been most closely associated with the eighteenth century, when their use became widespread. The examples here show the various roles fans played, including as tools for flirtation, amusement, education, propaganda, observation, and masquerade. Fan leaves communicated through their subjects and style, while users brought them to life through their gestures. Women were not only the consumers of fans but also among their producers, as fan making was considered an art form appropriate for female practitioners, whether amateur or professional.",83,https://www.metmuseum.org/exhibitions/fanmania/fanmania,,,,English,"Historically, European fans have been most closely associated with the eighteenth century, when their use became widespread. The examples here show the various roles fans played, including as tools for flirtation, amusement, education, propaganda, observation, and masquerade. Fan leaves communicated through their subjects and style, while users brought them to life through their gestures. Women were not only the consumers of fans but also among their producers, as fan making was considered an art form appropriate for female practitioners, whether amateur or professional.","Fans in Europe are most linked to the 1700s, when many people started using them. The fans on display here show how they served many purposes. People used them to flirt, have fun, learn, spread ideas, watch others, and hide their identity at masquerades. The painted scenes on fans sent messages through their images and style. The people holding them brought those scenes to life with their hand movements. Women bought and used fans, but they also helped make them. Fan making was seen as a proper art form for women, whether they were beginners or experts.","Historically, European fans are most strongly linked to the eighteenth century, when their use became widespread. The examples here illustrate the different roles fans served: as tools for flirtation, amusement, education, propaganda, observation, and masquerade. Fan leaves communicated meaning through their subjects and style, while users animated them through their gestures. Women were not only consumers of fans but also among their producers, since fan making was considered an art form suitable for female practitioners, whether amateur or professional.","Historically, European fans are most strongly linked to the eighteenth century, when their use became common. The examples here show the different roles fans played—as tools for flirtation, entertainment, learning, spreading ideas, watching others, and disguise. The painted surfaces of fans (called ""leaves"") communicated messages through their images and artistic style, while the people using them brought those messages to life through their hand movements. Women were not only the buyers of fans but also helped make them, since fan-making was seen as a suitable art form for women, whether they worked as amateurs or professionals."
CT0240,,The Met Museum,,The United States,,,,,WallText,"Handheld fans found perhaps their most prominent public display in the opera house. The atmosphere of spectatorship and performance—present both onstage and among the audience—heightened attention to fans in the hands of female theatergoers. The emphasis on seeing and being seen even gave rise to fan designs that incorporated opera glasses, or lorgnettes (from the French lorgner, “to ogle”), and small mirrors. A lorgnette fan is on view in the case nearby. Fan makers also developed a genre of fans devoted to the opera. These fans incorporated scores, lyrics, and homages to celebrated composers.",94,https://www.metmuseum.org/exhibitions/fanmania/fanmania,,,,English,"Handheld fans found perhaps their most prominent public display in the opera house. The atmosphere of spectatorship and performance—present both onstage and among the audience—heightened attention to fans in the hands of female theatergoers. The emphasis on seeing and being seen even gave rise to fan designs that incorporated opera glasses, or lorgnettes (from the French lorgner, “to ogle”), and small mirrors. A lorgnette fan is on view in the case nearby. Fan makers also developed a genre of fans devoted to the opera. These fans incorporated scores, lyrics, and homages to celebrated composers.","Handheld fans became very popular at the opera house. People went to the opera to watch the show—and to watch each other. This made fans a key part of how women in the audience looked and were seen. Some fans even had small binoculars called lorgnettes (from a French word meaning ""to ogle"") or tiny mirrors attached to them. You can see a lorgnette fan in the case nearby. Fan makers also created special fans just for the opera. These fans featured music scores, song lyrics, and tributes to famous composers.","Handheld fans found perhaps their most prominent public display in the opera house. The atmosphere of spectatorship and performance—present both onstage and among the audience—heightened attention to fans in the hands of female theatergoers. The emphasis on seeing and being seen even gave rise to fan designs that incorporated opera glasses, or lorgnettes (from the French *lorgner*, “to ogle”), and small mirrors. A lorgnette fan is on view in the case nearby. Fan makers also developed a genre of fans devoted to the opera. These fans incorporated scores, lyrics, and homages to celebrated composers.","Handheld fans reached perhaps their most visible public role in the opera house. The sense of watching and being watched—both onstage and among the audience—made fans especially noticeable in the hands of female theatergoers. This focus on seeing and being seen even led to fan designs that included opera glasses (small binoculars used in theaters) or lorgnettes (from the French word *lorgner*, meaning “to ogle”), as well as small mirrors. A fan with a lorgnette is displayed in the nearby case. Fan makers also created a type of fan dedicated to the opera itself. These fans featured musical scores, lyrics, and tributes to famous composers."
