ID,CuratorialText,persona3_adapted,word_count_original,word_count_adapted,error
CT0011,"At the Art Institute, Shaw debuts his more-than 100-feet-wide, 21-panel Paradise Lost (2009–25), the artist’s most ambitious and personal project to date. This magnificent allegorical painting takes viewers on a spellbinding journey, from the nocturnal solitude of the artist’s childhood in Kashmir to the frenzied daylight of the art world and the West to finally a fragile, renewed dawn. Each panel is dense with symbolism: mythical beasts, anthropomorphic hybrids, collapsing kingdoms, and natural beauty in various states of transformation. Throughout, the work is dotted with images of the artist, sometimes as a humanoid creature with different animal heads, at another time as a monkey looking with awe at the gleaming edifices and the wealth of the West, and sometimes unambiguously in full human form seated on a bed of saffron under a blossoming cherry tree, lost deep in his thoughts","At the Art Institute, Shaw is showing his new work, *Paradise Lost* (2009–25). It is over 100 feet wide and made up of 21 panels. This is his biggest and most personal project yet. The painting tells a story through symbols and images, taking viewers on a journey. It starts with the quiet, lonely nights of Shaw’s childhood in Kashmir, moves into the busy, bright world of Western art, and ends with a fragile, hopeful new dawn.

Each panel is packed with meaning. You’ll see mythical animals, creatures that are part human and part animal, falling kingdoms, and beautiful natural scenes that are changing. Throughout the work, Shaw includes pictures of himself. Sometimes he appears as a human-like creature with different animal heads. Other times, he is a monkey staring in wonder at the shiny buildings and wealth of the West. And in one clear image, he sits in full human form on a bed of saffron under a blooming cherry tree, lost in thought.",140,165,
CT0012,"The work is not a direct retelling of Milton’s 17th-century poem Paradise Lost, but rather a reflection on the many paradises lost across a lifetime: childhood innocence, creative freedom, mental tranquility, cultural belonging. “This is not just my story,” Shaw explained. “It is the story of each of us, and the story of our times.”","This artwork isn’t a direct retelling of John Milton’s 17th-century poem *Paradise Lost*. Instead, it reflects on the many kinds of “paradises” we lose over a lifetime—like childhood innocence, creative freedom, peace of mind, or a sense of belonging to a culture. As the artist Shaw put it, “This is not just my story. It is the story of each of us, and the story of our times.”",55,68,
CT0013,"While Shaw has previously shown the first chapter of Paradise Lost, this exhibition marks the first time all four chapters will be displayed, showcasing the fullest extent yet of this epic masterpiece. “This painting was made not only to document a life,” Shaw shared, “but to offer something to those who come after, to offer a space of reflection for emotional recognition and perhaps for quiet rebellion against forgetfulness. I do hope that this work invites the viewer to slow down and to look carefully and to feel without haste.”
","While Shaw has shown the first part of *Paradise Lost* before, this is the first time all four parts are on display together. It gives us the most complete view yet of this large, ambitious work. Shaw said, “This painting wasn’t just made to record a life. I wanted to give something to people who come later—a place to pause, to recognize feelings, and maybe to quietly push back against being forgotten. I hope it invites viewers to slow down, look closely, and feel without rushing.”",90,86,
CT0014,"Exquisitely crafted and shrouded in mystery, Saint-Porchaire ceramics are among the rarest treasures of the French Renaissance.","These incredibly detailed ceramics, known as Saint-Porchaire ware, are some of the rarest objects from the French Renaissance. They are beautifully made, but we know very little about how or why they were created.",17,34,
CT0015,"Only around 70 examples are known to exist worldwide, and each one dazzles and intrigues with its refined and delicate modeling and astonishingly intricate decoration. Created between about 1520 and 1570 and closely associated with the royal courts of François I and Henri II, these extraordinary works bear the emblems of power, prestige, and desire—including the interlaced cipher of Henri II and his famed mistress, Diane de Poitiers.","Only about 70 of these objects are known to exist in the entire world. Each one is stunning and fascinating, with its elegant, detailed shapes and incredibly complex decoration. They were made between about 1520 and 1570 and are closely linked to the royal courts of King François I and King Henri II. These remarkable pieces display symbols of power, status, and desire—including the linked initials of Henri II and his famous mistress, Diane de Poitiers.",68,76,
CT0016,"Saint-Porchaire ceramics embody the sophistication and inventive spirit of Renaissance court culture. Fashioned from lead-glazed earthenware, their sculptural forms echo precious metalwork, while their ornamental patterns draw inspiration from textiles, bookbinding, and other luxury arts. Together, they express a unique and daring artistry, playful elegance, and refined taste at the height of French royal patronage.","Saint-Porchaire ceramics show just how creative and refined the French royal court was during the Renaissance. These objects were made from a type of pottery coated with a shiny, glass-like finish. Their shapes often look like fancy metalwork, and the decorative patterns were inspired by things like fabric, book covers, and other luxury items. Together, they reveal a bold and playful artistic style—one that celebrates elegance and high-class taste at the peak of French royal support for the arts.",55,79,
CT0017,"Beginning in March, the Art Institute will present an exceptional group of Saint-Porchaire ceramics from a private collection—most on public view for the first time since the late 1800s—in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown alongside other notable examples of French Renaissance ceramics drawn from the Art Institute’s collection, including several recent acquisitions.","Starting in March, the Art Institute will showcase a remarkable set of Saint-Porchaire ceramics from a private collection. Most of these pieces haven't been seen by the public since the late 1800s. They will be displayed in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. Alongside these rare works, visitors can also see other important examples of French Renaissance ceramics from the museum's own collection, including several pieces that were recently acquired.",65,76,
CT0018,"Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects, while its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.","This small, focused exhibit is set up in the cozy James W. and Marilynn Alsdorf Gallery. It lets you get up close to these beautiful, jewel-like objects. Because the gallery is part of the larger Deering Family Galleries, you can also see how pottery and ceramics were connected to the metalwork, fabrics, and decorative arts that were so popular during the Renaissance.",51,62,
CT0019,"Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints, perhaps the most demanding of all print techniques.","For more than forty years, Japanese artist Hamanishi Katsunori (born 1949) has dedicated himself to a single, painstaking art form: mezzotint printmaking. This technique is widely considered the most challenging way to make a print.",26,35,
CT0020,"Mezzotints are known for their dark and atmospheric appearance. This is because the starting point for any mezzotint is the creation of a roughened surface, which produces a solid black background when printed. To draw the image that emerges from this dark background, the artist uses a series of burnishers and scrapers; the deepest gouges print as white areas on the finished print.","Mezzotints are a type of print that looks dark and moody. That's because the artist starts by making the surface of the printing plate rough and bumpy. When ink is applied and the plate is pressed onto paper, this rough surface creates a solid black background. To create the image that comes out of that darkness, the artist uses special tools to smooth or scrape away parts of the rough surface. The deeper the scratches, the lighter those areas will appear in the final print—sometimes even white.",63,87,
CT0021,"This presentation includes earlier, smaller-format works done without color, as well as more recent larger work that boast many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 Viva Chicago series, which focuses on the city’s beloved public monuments like the Picasso and Miró sculptures. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”","This exhibit shows two types of Hamanishi's work: earlier, smaller black-and-white prints, and newer, larger pieces full of color. One example of the earlier black-and-white work is his 1997 series *Viva Chicago*. In this series, he focuses on the city's famous public monuments, such as the sculptures by Picasso and Miró. The artist said, ""When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.""",83,88,
CT0022,"The exhibition also celebrates several important gifts to the museum. Hamanishi’s 2022 Four Seasons series—shown here for the first time—is a recent gift from the artist. Each work in the series is reminiscent of the panels of a folding screen and features seasonal floral imagery. Many works in the show come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection, which gave the Art Institute the largest collection of Hamanishi’s prints in the world.","This exhibition also highlights several meaningful gifts to the museum. One of them is Hamanishi’s *Four Seasons* series from 2022, which is on display here for the first time. The artist himself donated these works. Each piece in the series looks like a panel from a folding screen and shows flowers and plants associated with a different season. Many other works in the show come from a 2013 gift by the Ninion and Sheldon Landy Collection. That donation gave the Art Institute the largest collection of Hamanishi’s prints anywhere in the world.",79,92,
CT0023,"“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has engaged in wide-ranging formal and thematic experimentation across various media, yet his drawings represent a distinct, interconnected body of work. Dunham’s mature artistic career began in 1970s New York amid a scene dominated by Minimalist aesthetics. Using simple elements such as line, shape, and color, he made a tremendous impact with work that nevertheless signaled a return to subject matter. In the intervening decades, Dunham has continued to produce drawings that test, and ultimately collapse, the porous boundaries between abstraction and figuration: bodies shapeshift into buildings, trees pose like models, the cellular resembles the cosmic, and internal organs or private parts are made very public.
","**Adapted Text:**

Carroll Dunham once said, ""There is no work by Carroll Dunham that does not use drawing as a foundation."" Over the past fifty years, Dunham has tried out many different styles, themes, and materials in his art. But his drawings stand out as a special, connected group of works.

Dunham's serious art career started in New York City in the 1970s. At that time, the art world was mostly focused on a style called Minimalism, which used very simple, clean forms. Dunham also used simple elements like lines, shapes, and colors, but he made a big impact by bringing back a focus on real subjects and stories.

In the years since, Dunham has kept making drawings that blur the line between two types of art: abstract (where shapes and colors don't look like real things) and figurative (where art shows recognizable objects or people). In his work, bodies turn into buildings, trees strike poses like models, tiny cells look like vast galaxies, and private body parts are shown very openly.",130,172,
CT0024,"Working in series, Dunham methodically tests out every possible outcome of a drawing’s composition or content. This approach seems to spontaneously yield new imagery and ideas that link one body of work to the next. His influences are likewise wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science as well as science fiction and comic books—all of which inform his explorations of the tension between male and female, nature and culture, self and other.","Dunham works in series, meaning he carefully explores every possible version of a drawing’s layout or subject matter. This method naturally leads to new images and ideas, connecting one group of works to the next. His inspirations come from many different places—art history, philosophy, psychology, and evolutionary science, as well as science fiction and comic books. All of these influences shape his work as he examines the tension between male and female, nature and culture, and self and other.",72,79,
CT0025,"Dunham foregrounds the development of his work by precisely dating each drawing. This practice is evidenced in the thousands of drawings he has organized into an archive, from which this show is derived. Developed in conversation with the artist, this comprehensive survey is the first museum presentation focused exclusively on Dunham’s drawings. Encompassing a 50-year period and featuring many drawings making their public debut, it celebrates the medium central to Dunham’s expansive practice.","Dunham shows how his work has evolved by carefully dating each drawing. He has done this with thousands of drawings, which he has organized into a personal collection. This exhibition is based on that collection. Created in collaboration with the artist, this wide-ranging show is the first museum display to focus only on Dunham’s drawings. It covers 50 years of his work and includes many drawings that have never been shown to the public before. The exhibition celebrates drawing, which is the core of Dunham’s broad creative practice.",73,88,
CT0026,"In fall of 2024, the Art Institute unveiled a newly imagined and installed gallery for the arts of Korea—our first space fully dedicated to this cultural region.","In fall of 2024, the Art Institute opened a newly designed gallery for Korean art. This is the first space in the museum that is entirely focused on this cultural region.",27,31,
CT0027,"The new installation presents a wider range of objects than previous displays—extending from ceramics to textiles and painting and spanning 2,000 years from the Three Kingdoms period (about 57 BCE–676 CE) until today. Intentionally located between the Chinese and Japanese art galleries, the thoughtful display offers insight into how these artworks both reflect the religious and material culture of Korea and how they relate to the arts of Korea’s influential neighbors, China and Japan.","This new exhibit shows a much bigger variety of Korean art than before. You'll see everything from pottery and fabric art to paintings, covering 2,000 years—from the Three Kingdoms period (around 57 BCE to 676 CE) all the way to the present day.

The gallery is placed right between the Chinese and Japanese art rooms on purpose. This thoughtful setup helps you understand how these artworks not only show Korea's religious and everyday life, but also how they connect to the art of Korea's powerful neighbors, China and Japan.",74,89,
CT0028,"Six themes introduce Korea’s long and rich history as well as its religious, political, and material cultures. The first section introduces objects that were made to help understand and spread the teachings of the Buddha. The centerpiece, an 18th-century Buddha statue, is on view for the first time since its acquisition after extensive conservation treatment. A section devoted to celadon and tea culture provides a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392), and objects grouped around the idea of symbolism illustrate how beautiful embellishments represent desired outcomes, such as a blissful marriage, career advancement, and long life.","Six sections tell the story of Korea’s long and fascinating history, including its religion, politics, and everyday life. The first section features objects made to explain and share the teachings of the Buddha. The main highlight is an 18th-century statue of the Buddha, which is on display for the first time since the museum acquired it—after careful restoration work. Another section focuses on celadon pottery and tea culture, giving a look into how tea ceremonies were practiced during the Goryeo dynasty (918–1392). Finally, objects grouped by their symbolic meanings show how beautiful decorations represent things people hope for, like a happy marriage, success in work, and a long life.",102,109,
CT0029,"The remaining three sections focus on how material culture responded to a major ideological, political, and cultural shift during the Joseon dynasty (1392–1897) as evidenced in the creation of the earthy grey stoneware known as buncheong, elegant white porcelain, and scholars’ objects. The new installation also includes select contemporary works that meaningfully engage with traditional forms and materials.","The last three sections of the gallery look at how everyday objects changed during a major shift in ideas, politics, and culture in the Joseon dynasty (1392–1897). This change is shown in the creation of three types of items: a rough, gray stoneware called *buncheong*, a refined white porcelain, and objects used by scholars. The new display also includes a few modern works that thoughtfully connect with these traditional shapes and materials.",58,72,
CT0030,The transformed space explores aspects of life and the afterlife in the Nile Valley with the first new installation of works from the museum’s historic collection of ancient Egyptian art in a quarter-century. Striking artifacts—displayed along one wall of the gallery in a series of innovative cases that promote viewing from multiple vantage points—provide insight into the beliefs and practices of this illustrious North African culture.,"This new gallery brings together objects from the museum’s ancient Egyptian art collection for the first time in 25 years. The space explores life and the afterlife in the Nile Valley. Along one wall, striking artifacts are displayed in innovative cases that let you see them from different angles. These objects offer a window into the beliefs and daily practices of this remarkable North African culture.",66,66,
CT0031,"Recurring themes throughout this fresh presentation of the collection consider the impact of Egypt’s natural environment, including the Nile River, on its visual culture; reveal the processes of ancient Egyptian artists; and explore the centrality of gods and goddesses to life (and death) along the Nile. Arresting sculptures, such as the statue of Shebenhor, reveal how ancient Egyptians chose to present themselves so that they would be remembered for eternity, while funerary works—such as a gilded funerary mask—unveil practices for preparing for and protecting oneself in the afterlife.","This fresh look at the collection brings together several big ideas that keep coming up. One is how Egypt’s natural surroundings—especially the Nile River—shaped the art and objects people made. Another is how ancient Egyptian artists actually created their work. And a third is just how central gods and goddesses were to everyday life (and death) along the Nile.

Some pieces, like the striking statue of a man named Shebenhor, show how Egyptians wanted to be remembered forever. Other objects, such as a shiny gold funeral mask, reveal the rituals people followed to prepare for and protect themselves in the afterlife.",88,101,
CT0032,"For the first time in over 30 years, the Art Institute of Chicago unveils an elegant and thought-provoking new display of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has experienced continuous change. Over time, many  transformations of the city’s streets and neighborhoods have become invisible, preserved only in collective memory and archival photographs. Architectural fragments provide another avenue to understanding our urban past, including historical building practices and technologies, our dynamic communities, and evolving ways of life.","For the first time in over 30 years, the Art Institute of Chicago is showing a beautiful and thought-provoking new collection of pieces from buildings in and around Chicago. Since the 1800s, Chicago’s cityscape has been constantly changing. Over time, many of these changes to the city’s streets and neighborhoods have become invisible, surviving only in people’s shared memories and old photographs. These building pieces offer another way to understand our city’s past—including how buildings were constructed, the technologies used, the lively communities that existed, and how people’s ways of life evolved.",85,92,
CT0033,"In this new installation, sculptural elements from building facades and interiors are displayed in groups that allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. These range from celebrated buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan to important local histories related to the South Side neighborhood of Bronzeville, labor, and preservation.
","In this new exhibit, pieces taken from the outsides and insides of buildings are grouped together so visitors can explore some of Chicago's most important architecture and history. You'll see works from famous buildings designed by well-known architects like Frank Lloyd Wright and Louis Sullivan, as well as objects that tell stories about local communities—such as the Bronzeville neighborhood on the South Side—and topics like labor and historic preservation.",61,69,
CT0034,"Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.","This installation brings together favorite pieces from the museum’s permanent collection and exciting new additions—like a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey. Designed by the Chicago-based firm Norman Kelley, the display creates fresh, engaging ways to experience the museum’s large collection of architectural fragments. These pieces are an important part of the physical history we all share.",57,68,
CT0035,"In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used, and continue to use, centuries-old embellishment techniques to transmit cultural expressions of identity, status, and long-held belief systems. Cultural groups throughout the region wear layers of dress and adornment to protect their bodies physically and spiritually. Garments and household items are ornamented with valuable materials that function as wearable wealth, including symbolic motifs and designs constructed with coins, thread, beads, amulets, ornaments, and jewelry.","In the textiles of Southwest Asia and North Africa—a region often called SWANA—embroidery is much more than just decoration. For centuries, artists have used traditional stitching and embellishment methods to share ideas about who they are, their social standing, and their long-held beliefs. Across the region, different cultural groups wear layered clothing and accessories to protect themselves, both physically and spiritually. Garments and household items are decorated with valuable materials, like coins, thread, beads, charms, and jewelry. These items often include symbolic patterns and designs that act as a kind of ""wearable wealth,"" showing the owner's status and heritage.",88,99,
CT0036,The vast area that spans from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is connected by millennia-old trade networks. The works presented reveal pathways of deep cultural exchange shaped by diverse landscapes—from mountains and deserts to seas—along with the movement of nomadic peoples and the spread and interweaving of multiple religious traditions and urban fashions.,"This huge region stretches from Morocco and Algeria in the west all the way to Afghanistan and Uzbekistan in the east. For thousands of years, trade routes have connected these lands. The artworks on display show how cultures mixed and influenced each other as people traveled across very different landscapes—mountains, deserts, and seas. Nomadic groups moved through these areas, and different religions spread and blended together. City styles and fashions also traveled along these routes.",61,75,
CT0037,"Embroidered Traditions from Morocco to Afghanistan is the first exhibition at the Art Institute of Chicago devoted exclusively to the artistic and cultural traditions of SWANA and spectacularly showcases the region’s distinctive beauty and iconic visual expressions. Drawn primarily from the Art Institute’s rich collection of textiles, jewelry, and adornment, this display presents over 70 works from the 18th through 20th century—most of which have never been exhibited publicly—including four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.","This exhibition, *Embroidered Traditions from Morocco to Afghanistan*, is the first at the Art Institute of Chicago to focus entirely on the art and culture of the SWANA region (Southwest Asia and North Africa). It highlights the area’s unique beauty and well-known visual styles. Most of the items come from the museum’s own collection of textiles, jewelry, and body ornaments. The show includes over 70 pieces made between the 1700s and 1900s—many of which have never been shown to the public before. Among them are four rare face veils borrowed from a private collector in Riyadh, Saudi Arabia.",84,98,
CT0038,"Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.","Among the other standout pieces are beautifully decorated clothing from Syria, Yemen, Niger, and Egypt; silver and coral ""treasure necklaces"" from Morocco's Anti-Atlas Mountains; finely embroidered linen panels from the Art Institute's outstanding collection of Ottoman Turkish fabrics; and a wedding blanket embroidered by the Marsh Arab (Ahwari) people of Iraq.",51,51,
CT0039,"Barbara Hammer’s experimental film Sanctus depicts human bodies at risk. It features archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982) of people making simple gestures and engaging in everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and spliced the images together in a visceral montage set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects and by speeding up, looping, and reversing the movements. In presenting images captured by medical technology that uses large amounts of radiation, Hammer underscored her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm. ","Barbara Hammer’s experimental film *Sanctus* shows human bodies in vulnerable situations. The film uses old X-ray footage taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982). In these X-rays, people are doing simple, everyday things like putting on lipstick, drinking, shaking hands, and shaving. Hammer took this original film and re-photographed it, then cut and rearranged the images into a powerful sequence set to intense music by Neil B. Rolnick. She also changed the X-rays by adding flashes of light, hand-painted colors, and other visual effects, and by speeding up, repeating, or reversing the movements. By showing images created with medical technology that uses high levels of radiation, Hammer made the point that “science advances through the death of animal and human subjects in experiments,” and that taking images—or even giving treatment—can itself cause harm.",128,136,
CT0040,"Sanctus emerged from Hammer’s initial engagement with medical themes, an interest incited in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video with an unflinching focus on queer communities and on her encounters within the American medical system.","Sanctus grew out of Barbara Hammer’s first exploration of medical topics, a subject that caught her attention in the early 1980s because of the AIDS crisis. Over her 50-year career, Hammer used photography, 16mm film, and video to look directly and honestly at queer communities and at her own experiences with the American healthcare system.",51,55,
CT0041,"Step back in time and immerse yourself in the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor present nearly 700 objects from the museum’s rich holdings of art from 1200 to 1600: monumental altarpieces, exquisite jewelry, and the beloved arms and armor collection.","Step back in time and explore the everyday life, faith, and ideals of honor from the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor display nearly 700 items from the museum’s collection, dating from 1200 to 1600. You’ll see large religious paintings, fine jewelry, and the popular collection of weapons and armor.",58,60,
