ID,CuratorialText,persona1_adapted,word_count_original,word_count_adapted,error
CT0011,"At the Art Institute, Shaw debuts his more-than 100-feet-wide, 21-panel Paradise Lost (2009–25), the artist’s most ambitious and personal project to date. This magnificent allegorical painting takes viewers on a spellbinding journey, from the nocturnal solitude of the artist’s childhood in Kashmir to the frenzied daylight of the art world and the West to finally a fragile, renewed dawn. Each panel is dense with symbolism: mythical beasts, anthropomorphic hybrids, collapsing kingdoms, and natural beauty in various states of transformation. Throughout, the work is dotted with images of the artist, sometimes as a humanoid creature with different animal heads, at another time as a monkey looking with awe at the gleaming edifices and the wealth of the West, and sometimes unambiguously in full human form seated on a bed of saffron under a blossoming cherry tree, lost deep in his thoughts","At the Art Institute, Shaw is showing off his biggest and most personal project yet: *Paradise Lost* (2009–25). It’s over 100 feet wide and made up of 21 panels. This giant, story-filled painting takes you on an amazing journey. It starts in the quiet, dark nights of Shaw’s childhood in Kashmir, moves into the bright, busy world of art and Western culture, and ends with a fragile, hopeful new dawn.

Each panel is packed with symbols and hidden meanings. You’ll see mythical beasts, creatures that are part human and part animal, falling kingdoms, and beautiful nature scenes that are always changing. Throughout the painting, you can spot the artist himself. Sometimes he’s a human-like creature with different animal heads. Other times, he’s a monkey staring in wonder at the shiny buildings and wealth of the West. And sometimes, he’s clearly a human, sitting on a bed of saffron under a blooming cherry tree, lost in his own thoughts.",140,158,
CT0012,"The work is not a direct retelling of Milton’s 17th-century poem Paradise Lost, but rather a reflection on the many paradises lost across a lifetime: childhood innocence, creative freedom, mental tranquility, cultural belonging. “This is not just my story,” Shaw explained. “It is the story of each of us, and the story of our times.”","This artwork isn't a straight retelling of John Milton's old poem *Paradise Lost*. Instead, it makes you think about all the different ""paradises"" we lose as we grow up—things like the innocence of childhood, the freedom to be creative, peace of mind, or a sense of belonging to a culture. ""This isn't just my story,"" the artist Shaw said. ""It's the story of every one of us, and the story of the world we live in today.""",55,77,
CT0013,"While Shaw has previously shown the first chapter of Paradise Lost, this exhibition marks the first time all four chapters will be displayed, showcasing the fullest extent yet of this epic masterpiece. “This painting was made not only to document a life,” Shaw shared, “but to offer something to those who come after, to offer a space of reflection for emotional recognition and perhaps for quiet rebellion against forgetfulness. I do hope that this work invites the viewer to slow down and to look carefully and to feel without haste.”
","Shaw has shown the first part of *Paradise Lost* before, but this is the first time all four parts are on display. That means you get to see the full story of this huge, amazing artwork. Shaw said, “This painting wasn’t just made to record a life. It was made to give something to people in the future—a place to think, to recognize your own feelings, and maybe to quietly push back against being forgotten. I hope it makes you slow down, look closely, and feel without rushing.”",90,88,
CT0014,"Exquisitely crafted and shrouded in mystery, Saint-Porchaire ceramics are among the rarest treasures of the French Renaissance.","These ceramics from the French Renaissance are incredibly rare and beautiful. They are so carefully made that they seem almost magical, and no one knows for sure how they were created.",17,31,
CT0015,"Only around 70 examples are known to exist worldwide, and each one dazzles and intrigues with its refined and delicate modeling and astonishingly intricate decoration. Created between about 1520 and 1570 and closely associated with the royal courts of François I and Henri II, these extraordinary works bear the emblems of power, prestige, and desire—including the interlaced cipher of Henri II and his famed mistress, Diane de Poitiers.","Only about 70 of these objects are known to exist in the whole world. Each one amazes viewers with its fine, delicate design and incredibly detailed decoration. They were made between about 1520 and 1570 and are closely linked to the royal courts of King François I and King Henri II of France. These special works show symbols of power, status, and desire—including the linked initials of Henri II and his famous mistress, Diane de Poitiers.",68,76,
CT0016,"Saint-Porchaire ceramics embody the sophistication and inventive spirit of Renaissance court culture. Fashioned from lead-glazed earthenware, their sculptural forms echo precious metalwork, while their ornamental patterns draw inspiration from textiles, bookbinding, and other luxury arts. Together, they express a unique and daring artistry, playful elegance, and refined taste at the height of French royal patronage.","Saint-Porchaire ceramics show off the creativity and elegance of Renaissance royal life. Made from lead-glazed clay, these fancy pots and dishes look like they could be made of gold or silver. Their designs borrow ideas from fancy fabrics, book covers, and other luxury items. Together, they show a bold and playful style that was all about good taste during the peak of French royal support for the arts.",55,68,
CT0017,"Beginning in March, the Art Institute will present an exceptional group of Saint-Porchaire ceramics from a private collection—most on public view for the first time since the late 1800s—in the Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor. These rare works will be shown alongside other notable examples of French Renaissance ceramics drawn from the Art Institute’s collection, including several recent acquisitions.","**Starting in March**, the Art Institute will show a special collection of Saint-Porchaire ceramics. These are fancy pottery pieces from a private collection. Most of them haven’t been seen by the public since the late 1800s. You’ll find them in the Deering Family Galleries, which focus on Medieval and Renaissance art, arms, and armor.

The rare ceramics will be displayed next to other famous French Renaissance pottery from the Art Institute’s own collection. That includes several pieces the museum just got recently.",65,82,
CT0018,"Installed in the intimate James W. and Marilynn Alsdorf Gallery, this focused presentation invites close encounters with these remarkable jewel-like objects, while its placement within the broader context of the Deering Family Galleries highlights the rich dialogue between ceramics and the metalwork, textiles, and decorative arts that flourished during the Renaissance.","This small, cozy gallery is the perfect place to get up close to these tiny, sparkling treasures. They look like jewels! And because this room is part of the larger Deering Family Galleries, you can see how pottery, metalwork, and fabric designs all influenced each other during the Renaissance.",51,49,
CT0019,"Over a long and distinguished career, Japanese artist Hamanishi Katsunori (born 1949) has focused on making mezzotint prints, perhaps the most demanding of all print techniques.",Hamanishi Katsunori is a Japanese artist born in 1949. He has spent his long and impressive career focused on making mezzotint prints. Mezzotint is one of the hardest printmaking techniques to master.,26,32,
CT0020,"Mezzotints are known for their dark and atmospheric appearance. This is because the starting point for any mezzotint is the creation of a roughened surface, which produces a solid black background when printed. To draw the image that emerges from this dark background, the artist uses a series of burnishers and scrapers; the deepest gouges print as white areas on the finished print.","Mezzotints are a type of print that looks dark and moody. That’s because the artist starts by making the whole surface rough, which prints as a solid black background. To create the image, the artist uses tools to smooth or scrape away parts of the rough surface. The deeper the scrape, the lighter that area will be in the final print—so the deepest marks show up as white.",63,68,
CT0021,"This presentation includes earlier, smaller-format works done without color, as well as more recent larger work that boast many hues. Among the earlier monochromatic prints is Hamanishi’s 1997 Viva Chicago series, which focuses on the city’s beloved public monuments like the Picasso and Miró sculptures. As the artist recalled, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”","This show has both early black-and-white prints and newer, bigger, colorful works. One of the early black-and-white pieces is Hamanishi’s 1997 *Viva Chicago* series. It focuses on famous public monuments in the city, like the Picasso and Miró sculptures. The artist said, “When I first came here, I was unprepared for the impact this city would leave on my mind, such a vivid impression etched deep in my memory… . This is my ode to Chicago.”",83,76,
CT0022,"The exhibition also celebrates several important gifts to the museum. Hamanishi’s 2022 Four Seasons series—shown here for the first time—is a recent gift from the artist. Each work in the series is reminiscent of the panels of a folding screen and features seasonal floral imagery. Many works in the show come from the 2013 gift to the museum from the Ninion and Sheldon Landy Collection, which gave the Art Institute the largest collection of Hamanishi’s prints in the world.",This exhibition also highlights some special gifts to the museum. Hamanishi’s *Four Seasons* series from 2022 is shown here for the first time—it was a recent gift from the artist himself. Each piece in the series looks like a panel from a folding screen and shows flowers from different seasons. Many other artworks in the show come from a 2013 gift by the Ninion and Sheldon Landy Collection. That gift gave the Art Institute the biggest collection of Hamanishi’s prints anywhere in the world.,79,84,
CT0023,"“There is no work by Carroll Dunham that does not use drawing as a foundation.”  
—Carroll Dunham. Over the course of five decades, Dunham has engaged in wide-ranging formal and thematic experimentation across various media, yet his drawings represent a distinct, interconnected body of work. Dunham’s mature artistic career began in 1970s New York amid a scene dominated by Minimalist aesthetics. Using simple elements such as line, shape, and color, he made a tremendous impact with work that nevertheless signaled a return to subject matter. In the intervening decades, Dunham has continued to produce drawings that test, and ultimately collapse, the porous boundaries between abstraction and figuration: bodies shapeshift into buildings, trees pose like models, the cellular resembles the cosmic, and internal organs or private parts are made very public.
","Carroll Dunham once said, “There is no work by Carroll Dunham that does not use drawing as a foundation.” For over fifty years, Dunham has tried out all kinds of different styles and ideas in his art. But no matter what he makes—paintings, prints, or sculptures—drawing is always at the center.

Dunham started his career as an artist in New York City in the 1970s. Back then, many artists were into Minimalism, which means making art that is very simple and stripped down. Dunham used simple things like lines, shapes, and colors, but his work was different because it actually showed real subjects—things you could recognize.

Over the years, Dunham kept making drawings that blur the line between abstract (not looking like anything real) and figurative (looking like real things). In his drawings, bodies turn into buildings, trees stand like models, tiny cells look like outer space, and private body parts become very public.",130,154,
CT0024,"Working in series, Dunham methodically tests out every possible outcome of a drawing’s composition or content. This approach seems to spontaneously yield new imagery and ideas that link one body of work to the next. His influences are likewise wide-ranging—art history, philosophy, psychoanalysis, and evolutionary science as well as science fiction and comic books—all of which inform his explorations of the tension between male and female, nature and culture, self and other.","Dunham works in series, meaning he carefully tries out every possible version of a drawing’s layout or subject. This way of working helps him come up with new images and ideas that connect one group of artworks to the next. He gets ideas from many different places—art history, philosophy, psychology, and science about evolution, as well as science fiction and comic books. All of these influences help him explore the conflicts between male and female, nature and culture, and self and others.",72,82,
CT0025,"Dunham foregrounds the development of his work by precisely dating each drawing. This practice is evidenced in the thousands of drawings he has organized into an archive, from which this show is derived. Developed in conversation with the artist, this comprehensive survey is the first museum presentation focused exclusively on Dunham’s drawings. Encompassing a 50-year period and featuring many drawings making their public debut, it celebrates the medium central to Dunham’s expansive practice.","Dunham carefully dates each drawing to show how his work has changed over time. He has made thousands of drawings and keeps them all in an organized collection, called an archive. This exhibition comes from that archive. Created with the artist’s help, this is the first museum show ever to focus only on Dunham’s drawings. It covers 50 years of his work, and many of these drawings are being shown to the public for the first time. The exhibition celebrates drawing, which is the most important part of Dunham’s art.",73,90,
CT0026,"In fall of 2024, the Art Institute unveiled a newly imagined and installed gallery for the arts of Korea—our first space fully dedicated to this cultural region.","In fall 2024, the Art Institute opened a brand-new gallery for Korean art. It's the first space in the museum that is completely dedicated to this culture.",27,27,
CT0027,"The new installation presents a wider range of objects than previous displays—extending from ceramics to textiles and painting and spanning 2,000 years from the Three Kingdoms period (about 57 BCE–676 CE) until today. Intentionally located between the Chinese and Japanese art galleries, the thoughtful display offers insight into how these artworks both reflect the religious and material culture of Korea and how they relate to the arts of Korea’s influential neighbors, China and Japan.","This new exhibit shows a bigger variety of Korean art than ever before. You’ll see everything from pottery and fabric to paintings, covering 2,000 years of history—from the Three Kingdoms period (about 57 BCE to 676 CE) all the way to today.

The gallery is placed right between the Chinese and Japanese art rooms on purpose. This setup helps you see how Korean art was shaped by religion and daily life, and also how it connects to the art of its powerful neighbors, China and Japan.",74,86,
CT0028,"Six themes introduce Korea’s long and rich history as well as its religious, political, and material cultures. The first section introduces objects that were made to help understand and spread the teachings of the Buddha. The centerpiece, an 18th-century Buddha statue, is on view for the first time since its acquisition after extensive conservation treatment. A section devoted to celadon and tea culture provides a glimpse into the practice of tea ceremonies during the Goryeo dynasty (918–1392), and objects grouped around the idea of symbolism illustrate how beautiful embellishments represent desired outcomes, such as a blissful marriage, career advancement, and long life.","This exhibit has six parts that show Korea’s long and fascinating history, along with its religion, politics, and daily life.

The first part features objects made to help people understand and share the teachings of the Buddha. The main attraction is a statue of the Buddha from the 1700s. It’s on display for the first time since the museum got it, after a lot of careful cleaning and repair work.

Another part focuses on celadon pottery and tea culture. It gives you a peek into how people held tea ceremonies during the Goryeo dynasty (918–1392).

There’s also a section about symbolism. It shows how beautiful decorations on objects stand for things people hoped for, like a happy marriage, getting a better job, or living a long life.",102,127,
CT0029,"The remaining three sections focus on how material culture responded to a major ideological, political, and cultural shift during the Joseon dynasty (1392–1897) as evidenced in the creation of the earthy grey stoneware known as buncheong, elegant white porcelain, and scholars’ objects. The new installation also includes select contemporary works that meaningfully engage with traditional forms and materials.","The last three parts of the exhibit show how art and everyday objects changed during the Joseon dynasty (1392–1897). Back then, Korea went through big shifts in ideas, politics, and culture. You can see this change in three types of objects: rough, gray stoneware called buncheong; beautiful white porcelain; and items used by scholars. The new display also includes a few modern artworks that connect with these old styles and materials in interesting ways.",58,74,
CT0030,The transformed space explores aspects of life and the afterlife in the Nile Valley with the first new installation of works from the museum’s historic collection of ancient Egyptian art in a quarter-century. Striking artifacts—displayed along one wall of the gallery in a series of innovative cases that promote viewing from multiple vantage points—provide insight into the beliefs and practices of this illustrious North African culture.,"This new gallery takes you on a journey through life and the afterlife in ancient Egypt. It’s the first time in 25 years that the museum has completely reimagined how it shows its collection of Egyptian art.

Along one wall, you’ll find amazing artifacts displayed in special cases. These cases let you see the objects from different angles, so you can get a closer look at the details. Each piece helps tell the story of what people in this famous North African culture believed and how they lived.",66,88,
CT0031,"Recurring themes throughout this fresh presentation of the collection consider the impact of Egypt’s natural environment, including the Nile River, on its visual culture; reveal the processes of ancient Egyptian artists; and explore the centrality of gods and goddesses to life (and death) along the Nile. Arresting sculptures, such as the statue of Shebenhor, reveal how ancient Egyptians chose to present themselves so that they would be remembered for eternity, while funerary works—such as a gilded funerary mask—unveil practices for preparing for and protecting oneself in the afterlife.","This new exhibit shows how Egypt’s natural world—especially the Nile River—shaped its art. You’ll see how ancient Egyptian artists worked, and learn why gods and goddesses were so important to life (and death) along the Nile.

Amazing sculptures, like the statue of Shebenhor, show how Egyptians wanted to be remembered forever. Other objects, like a shiny gold funeral mask, reveal how they prepared for and protected themselves in the afterlife.",88,70,
CT0032,"For the first time in over 30 years, the Art Institute of Chicago unveils an elegant and thought-provoking new display of architectural fragments from buildings in and around Chicago. Since the 19th century, Chicago’s urban landscape has experienced continuous change. Over time, many  transformations of the city’s streets and neighborhoods have become invisible, preserved only in collective memory and archival photographs. Architectural fragments provide another avenue to understanding our urban past, including historical building practices and technologies, our dynamic communities, and evolving ways of life.","For the first time in over 30 years, the Art Institute of Chicago is showing a new, elegant, and thought-provoking exhibit. It features pieces of buildings from Chicago and the surrounding area. Since the 1800s, Chicago’s cityscape has been constantly changing. Over time, many of these changes to streets and neighborhoods have become invisible. They only survive in people’s memories and old photos. These architectural fragments offer another way to learn about our city’s past—including how buildings were made, the technology used, our lively communities, and how people’s ways of life have evolved.",85,93,
CT0033,"In this new installation, sculptural elements from building facades and interiors are displayed in groups that allow visitors to learn about many architecturally or culturally significant structures and moments in Chicago. These range from celebrated buildings by well-known architects like Frank Lloyd Wright and Louis Sullivan to important local histories related to the South Side neighborhood of Bronzeville, labor, and preservation.
","In this new exhibit, you'll see pieces of buildings—like parts of walls and rooms—grouped together to tell the story of Chicago's most important architecture and history. You can explore famous buildings by top architects like Frank Lloyd Wright and Louis Sullivan, as well as learn about local stories from the South Side neighborhood of Bronzeville, the history of workers, and efforts to save old buildings.",61,65,
CT0034,"Featuring well-loved works from the permanent collection alongside important new acquisitions—such as a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey—this installation, designed by the Chicago-based practice Norman Kelley, offers dynamic encounters with the museum’s rich holdings of architectural fragments, an integral part of our shared material history.",This installation mixes old favorites from the museum’s collection with exciting new pieces. You’ll see a stained-glass window by Marion Mahony Griffin and a terracotta bust of an Egyptian pharaoh by Walter Bailey. The display was designed by the Chicago-based team Norman Kelley. It gives you a fresh look at the museum’s amazing collection of architectural fragments—pieces of buildings that tell the story of our shared history.,57,67,
CT0035,"In the textiles of Southwest Asia and North Africa, embroidery is more than surface decoration. In this region, known as SWANA, artists have used, and continue to use, centuries-old embellishment techniques to transmit cultural expressions of identity, status, and long-held belief systems. Cultural groups throughout the region wear layers of dress and adornment to protect their bodies physically and spiritually. Garments and household items are ornamented with valuable materials that function as wearable wealth, including symbolic motifs and designs constructed with coins, thread, beads, amulets, ornaments, and jewelry.","In the textiles of Southwest Asia and North Africa (a region often called SWANA), embroidery is much more than just decoration. For hundreds of years, artists have used—and still use—old stitching techniques to share ideas about who they are, their social status, and their long-held beliefs.

People in this region wear layers of clothing and accessories to protect themselves, both physically and spiritually. Garments and household items are decorated with valuable materials that act like ""wearable wealth."" These include symbolic patterns and designs made with coins, thread, beads, amulets, ornaments, and jewelry.",88,92,
CT0036,The vast area that spans from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east is connected by millennia-old trade networks. The works presented reveal pathways of deep cultural exchange shaped by diverse landscapes—from mountains and deserts to seas—along with the movement of nomadic peoples and the spread and interweaving of multiple religious traditions and urban fashions.,"A huge region stretching from Morocco and Algeria in the west to Afghanistan and Uzbekistan in the east has been linked by trade routes for thousands of years. The artworks in this exhibit show how different cultures shared ideas and styles as they traveled across mountains, deserts, and seas. Nomadic people, religious traditions, and city fashions all mixed together along these paths.",61,62,
CT0037,"Embroidered Traditions from Morocco to Afghanistan is the first exhibition at the Art Institute of Chicago devoted exclusively to the artistic and cultural traditions of SWANA and spectacularly showcases the region’s distinctive beauty and iconic visual expressions. Drawn primarily from the Art Institute’s rich collection of textiles, jewelry, and adornment, this display presents over 70 works from the 18th through 20th century—most of which have never been exhibited publicly—including four rare face veils on loan from a private collector based in Riyadh, Saudi Arabia.","**Embroidered Traditions from Morocco to Afghanistan** is the first show at the Art Institute of Chicago that focuses only on the art and culture of the SWANA region (Southwest Asia and North Africa). It shows off the area’s unique beauty and famous visual styles.

The display features over 70 artworks from the 1700s to the 1900s. Most of these have never been shown to the public before. They come mostly from the museum’s own collection of textiles, jewelry, and accessories. There are also four rare face veils on loan from a private collector in Riyadh, Saudi Arabia.",84,97,
CT0038,"Among the many other highlights are elaborately decorated garments from Syria, Yemen, Niger, and Egypt; silver and coral “treasure necklaces” from Morocco’s Anti-Atlas Mountains; richly embroidered linen panels from the Art Institute’s exceptional collection of Ottoman Turkish textiles; and a wedding blanket embroidered by the Marsh Arab (Ahwari) peoples of Iraq.","Here's the adapted text for an 8th-grade reader:

**Adapted Text:**

Other cool highlights include fancy decorated clothes from Syria, Yemen, Niger, and Egypt; silver and coral ""treasure necklaces"" from the Anti-Atlas Mountains in Morocco; beautifully embroidered linen pieces from the Art Institute's amazing collection of Ottoman Turkish fabrics; and a wedding blanket stitched by the Marsh Arab (Ahwari) people of Iraq.",51,61,
CT0039,"Barbara Hammer’s experimental film Sanctus depicts human bodies at risk. It features archival moving X-rays taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982) of people making simple gestures and engaging in everyday activities: applying lipstick, drinking liquids, shaking hands, and shaving. Hammer rephotographed the original film and spliced the images together in a visceral montage set to overwhelming requiems by Neil B. Rolnick. She further transformed the X-rays with flashes of light, hand-painted colors, and other visual effects and by speeding up, looping, and reversing the movements. In presenting images captured by medical technology that uses large amounts of radiation, Hammer underscored her idea that “science advances through the demise of animal, including human, subjects in experiments” and that imaging, and even treatment, can cause harm. ","Barbara Hammer’s experimental film *Sanctus* shows human bodies in danger. It uses old X-ray footage taken by doctor and filmmaker James Sibley Watson Jr. (1894–1982). In the X-rays, people are doing simple, everyday things: putting on lipstick, drinking, shaking hands, and shaving. Hammer re-filmed the original footage and cut the images together in a powerful, fast-paced sequence set to intense music by Neil B. Rolnick. She changed the X-rays even more by adding flashes of light, hand-painted colors, and other visual effects. She also sped up, looped, and reversed the movements. By showing images made with medical technology that uses a lot of radiation, Hammer wanted to make a point: “Science advances through the death of animal, including human, subjects in experiments.” She also wanted to show that medical imaging—and even treatment—can sometimes cause harm.",128,135,
CT0040,"Sanctus emerged from Hammer’s initial engagement with medical themes, an interest incited in the early 1980s by the AIDS epidemic. Over the course of her 50-year career, Hammer worked in photography, 16mm film, and video with an unflinching focus on queer communities and on her encounters within the American medical system.","Sanctus grew out of Hammer’s first look at medical topics. She became interested in these themes in the early 1980s because of the AIDS crisis. Over her 50-year career, Hammer used photography, 16mm film, and video to focus honestly on queer communities and her own experiences with the American healthcare system.",51,51,
CT0041,"Step back in time and immerse yourself in the spiritual, domestic, and chivalric worlds of the Middle Ages and Renaissance. The Deering Family Galleries of Medieval and Renaissance Art, Arms, and Armor present nearly 700 objects from the museum’s rich holdings of art from 1200 to 1600: monumental altarpieces, exquisite jewelry, and the beloved arms and armor collection.","**Adapted Text:**

Travel back in time and explore what life was like during the Middle Ages and Renaissance. In the Deering Family Galleries, you'll find almost 700 objects from the museum's collection, all made between the years 1200 and 1600. See giant altarpieces, beautiful jewelry, and the popular collection of weapons and armor.",58,53,
